name,category,lat,lng,weekly_hours,rating,reviews_count
Everest Momo & Newari Khaja Ghar,Restaurant,27.6643784,85.4261986,0.0,4.7,3
Ray Mama's Restro,Restaurant,27.6626591,85.4259429,84.0,0.0,0
Dreamland Kitchen Restaurant,Asian restaurant,27.6677053,85.4255981,0.0,5.0,2
Dolakha Khaja Ghar,Restaurant,27.6628502,85.4259424,93.0,0.0,0
Uttam Dai Ko MoMo,Restaurant,27.6664747,85.438088,0.0,4.2,53
Kumpakha khaja ghar & Mini Party palace,Restaurant,27.6630064,85.4232512,98.0,4.0,1
Peace Heart Zone,Pizza restaurant,27.6633687,85.4237219,98.0,0.0,0
Lisankhu Pakhar Daanse Khaja Ghar,Restaurant,27.6625108,85.4241925,0.0,0.0,0
De Newa Kitchen,Cafe,27.6658536,85.438753,0.0,5.0,3
Ajima cafe,Restaurant,27.670873,85.4255394,0.0,5.0,3
A-One Fast Food & Chaat Center,Family restaurant,27.6688119,85.4279565,0.0,5.0,1
D icon Restaurant,Bar,27.6723776,85.4384499,98.0,5.0,2
Suryabinayak bhaktapur,Bar,27.66532,85.4254412,0.0,0.0,0
D&R Fast Food,Fast food restaurant,27.6674076,85.4358847,94.5,3.6,16
New enjoy mo: mo: & stick food,Fast food restaurant,27.6659909,85.4258588,97.22,0.0,0
Araniko Khaja Ghar,Fast food restaurant,27.6663379,85.4234822,87.5,4.1,12
RajeshDaikoNewariKhajagharराजेश दाईको नेवारी खाजा घर,Fast food restaurant,27.6652255,85.4241241,0.0,0.0,0
The marcopolo restaurant,Fast food restaurant,27.6708871,85.4290875,0.0,0.0,0
Dashinkali everest momo center,Fast food restaurant,27.666657,85.425601,91.0,4.0,7
Aalucha,Fast food restaurant,27.6715487,85.4283565,0.0,3.9,587
Bagale Fast Food and Sekuwa Corner,Fast food restaurant,27.6698558,85.4377501,98.0,0.0,0
The Lazy Lump,Restaurant,27.666067,85.4274325,91.0,5.0,6
तारा दाईको डुनट पसल,Breakfast restaurant,27.6676619,85.4330136,91.0,3.3,9
AYUSH GHASA CHHE,Asian restaurant,27.6652493,85.4270454,108.5,0.0,0
Everest MoMo,Fast food restaurant,27.671336,85.4300794,66.5,3.8,123
Sukul,Fast food restaurant,27.6714524,85.431381,0.0,0.0,0
Gosain Hotel And Cafe,Fast food restaurant,27.670994,85.4298429,0.0,0.0,0
Kavreli khajaghar,Coffee shop,27.6690835,85.4248994,0.0,5.0,1
Sunil tea shop,Coffee shop,27.6701657,85.4254489,112.0,3.9,16
Barahi Coffee Shop,Coffee shop,27.6661498,85.4222161,98.0,3.3,12
Cosy Cafe,Coffee shop,27.6700737,85.4283216,48.0,3.7,3
Kristina Cafe and Coffee Shop,Cafe,27.666073,85.4226171,105.0,4.0,4
Amity Tea & Coffee Corner,Coffee shop,27.67029,85.42765,0.0,3.5,6
Tea shop,Coffee shop,27.670376,85.4284829,0.0,0.0,0
Kanxoz Cafe,Coffee shop,27.6672969,85.426885,105.0,0.0,0
Yaman Coffee Shop,Coffee shop,27.6666191,85.4237202,105.0,2.9,7
Bhaktapur Bartending & Barista,Coffee shop,27.6653251,85.4254639,66.0,4.8,24
YG COFFEE & TRAINING CENTRE,Coffee shop,27.6660197,85.4242277,0.0,0.0,0
Anju Store,Coffee shop,27.6659972,85.4238661,98.0,0.0,0
Bangsagopal,Coffee shop,27.6695875,85.4263594,0.0,3.0,1
Suman Tamang Shop,Coffee shop,27.666443,85.4248226,0.0,0.0,0
Momo & Khaja corner,Coffee shop,27.665455,85.4239267,0.0,0.0,0
The 1990 Yummy Laphing & Momo Center,Asian restaurant,27.6692533,85.4250107,77.0,4.3,247
The Burger House And Crunchy Fried Chicken,Restaurant,27.6710646,85.4217254,84.0,5.0,8
Unique Khaja Ghar,Nepalese restaurant,27.6654513,85.4221887,0.0,5.0,2
"Lumbini tandoori bhojanalaya,suryabinayak",Restaurant,27.6654551,85.4231862,0.0,5.0,6
Grill and chill,Chicken restaurant,27.6654456,85.4231215,87.5,4.5,10
Mo: Mo Shop,Restaurant,27.6712938,85.4209804,0.0,5.0,3
Lhosa Chhen,Restaurant,27.6649091,85.4227092,98.0,4.3,9
BARAHI AJIMA NEWARI KHAJA GHAR,Family restaurant,27.6697631,85.426554,0.0,5.0,1
times cafe,Cafe,27.6673032,85.4254267,98.0,4.1,8
Moori De lounge,Cafe,27.666067,85.4234754,0.0,5.0,1
Ramailo MOMO,Momo restaurant,27.6654899,85.4246151,84.0,4.3,7
Just Chill Restaurant,Restaurant,27.6652904,85.4224034,90.5,0.0,0
Delhi Alkarim Biryani and Fast Food,Asian restaurant,27.6687485,85.4279453,0.0,4.2,6
LAFANGAZ Cafe,Restaurant,27.6711233,85.4234664,106.0,0.0,0
Nimto MoMo Naan & Stick Food House,Restaurant,27.6652775,85.4256796,78.0,0.0,0
The Momo Factory,Restaurant,27.6653663,85.4262875,90.5,2.3,4
Suryabinayak Burger House & Crunchy Fried Chicken,Restaurant,27.6666969,85.4256377,84.0,1.7,14
Mangalachhen,Family restaurant,27.6697682,85.426547,0.0,0.0,0
Hypnotize restro,Restaurant,27.6664092,85.4205994,91.0,0.0,0
Luthabu,Family restaurant,27.6650513,85.4275729,0.0,0.0,0
Barahi Liquors,Bar,27.671011,85.4257652,0.0,5.0,1
Bhaktapur,Restaurant,27.6708782,85.425545,0.0,0.0,0
bishnu mo m,Restaurant,27.6693229,85.4281027,0.0,0.0,0
Classic Burger & Stick Food Service,Restaurant,27.6694417,85.428121,77.0,0.0,0
Pride food cafe,Restaurant,27.6655255,85.4255009,0.0,0.0,0
New Vishnu Mo Mo Center,Dumpling restaurant,27.6704939,85.4227322,0.0,0.0,0
Sasto mitho khaja ghar,Restaurant,27.6653184,85.4224212,0.0,0.0,0
New City Top Rakesh Special Panipuri House,Restaurant,27.6675754,85.4263916,73.5,0.0,0
Malla's Kitchen,Cafe,27.6670549,85.4268318,98.0,5.0,4
Bhajyapukhu Cafe Outlet,Cafe,27.6675974,85.4265822,84.0,5.0,1
The zeroth cafe and fast food,Cafe,27.6691349,85.4280808,91.0,5.0,6
Purbeli chiya pasal,Fast food restaurant,27.6714331,85.4229092,97.5,5.0,5
Laphing Hut,Cafe,27.6676166,85.4264276,49.0,5.0,1
Akarshan Cafe,Cafe,27.6643186,85.4248565,77.0,3.2,6
Duwal Wireless,Cafe,27.6712216,85.4234705,0.0,4.0,2
JYO JYO CAFE Pvt.Ltd.☕️,Cafe,27.6643982,85.4256247,0.0,0.0,0
The Vibevault & ChiyaKhana,Cafe,27.6668872,85.4259959,84.0,0.0,0
Khadka Restro,Cafe,27.6701931,85.415751,87.5,2.0,3
Hotel White House,Restaurant,27.6622144,85.4225893,0.0,4.0,50
MOMO CAFE,Coffee shop,27.67344,85.4041116,0.0,0.0,0
Local house,Coffee shop,27.6728868,85.4039087,94.5,0.0,0
Creative Burger & Pasta House,Restaurant,27.672397,85.4051819,98.0,4.8,105
Good Mood Food Cafe,Restaurant,27.6723939,85.4051633,84.0,3.6,29
bhaktapur srijanagar,Bar,27.6739329,85.4053391,0.0,0.0,0
Nauni Ghiu Biryani Restro And Bar,Restaurant,27.6736257,85.4050284,0.0,0.0,0
Firewood Sekuwa Palace N Thakali,Restaurant,27.6733771,85.4036604,98.0,4.0,54
Antarikshya Stick Food,Fast food restaurant,27.6742943,85.4046743,0.0,0.0,0
Bishal Momo,Momo restaurant,27.6733609,85.4051482,38.0,4.4,103
AD-hose,Coffee shop,27.6692427,85.4052233,0.0,0.0,0
Rajan Khunju,Coffee shop,27.665405,85.404719,0.0,0.0,0
chi’s sweet home,Coffee shop,27.6680311,85.4067485,0.0,0.0,0
Ningleku House,Assamese restaurant,27.6701266,85.4026572,0.0,5.0,1
Hamro Khaja Junction,Fast food restaurant,27.668302,85.404303,0.0,0.0,0
Subechhya Restaurant,Family restaurant,27.6732465,85.4037988,0.0,0.0,0
Shandaar Mo:Mo,Cafe,27.6696249,85.4109317,0.0,5.0,1
bakhunchhe house,Cafe,27.6664503,85.4040677,0.0,0.0,0
Bijay Coffee Shop,Cafe,27.6666304,85.4359586,95.43,4.0,5
Jagati hanumanghat Road,Coffee shop,27.6669539,85.4363544,0.0,0.0,0
Underground Gamers Cafe,Cafe,27.6677098,85.4329235,0.0,4.0,2
Subin Cafe,Cafe,27.6717718,85.4393062,108.5,3.2,23
Halesi meat shop and sekuwa corner,Family restaurant,27.6658296,85.4383976,0.0,5.0,1
Royal jagati khajaghar and sekuwa corner,Restaurant,27.6658507,85.4387659,0.0,5.0,1
The Laphin House and Momo Centre,Restaurant,27.6677888,85.4365747,0.0,4.0,1
Krishna Fast Food,Cafe,27.6706541,85.4389575,0.0,0.0,0
Shree Jagati Mithai Bhandar,Candy store,27.6665544,85.4377743,108.5,4.0,8
Destination Restaurant &Bakery Cafe,Fast food restaurant,27.6676408,85.4359415,0.0,0.0,0
Halu Khaja Ghar,Family restaurant,27.670213,85.4389827,0.0,0.0,0
Chhitomitho momo,Restaurant,27.6660273,85.4332801,0.0,0.0,0
Center Momo & Burger House,Restaurant,27.6659531,85.4345625,0.0,4.3,15
A One Liquor Shop,Bar,27.6712166,85.4378953,84.0,5.0,3
Namaste Kabhre Restro,Fast food restaurant,27.6669134,85.436165,0.0,3.0,2
Manandhar Hotel,Restaurant,27.6661458,85.4362277,77.0,3.4,11
IHOB Cafe and Restaurant,Fast food restaurant,27.677582,85.438631,0.0,0.0,0
Nawa Durga Khaja Ghar and Fast Food,Restaurant,27.6752549,85.438541,0.0,3.0,2
KV Lounge and Jagatiko Chhoila Pasal,Restaurant,27.6765449,85.437712,105.0,4.0,134
The Box Hub,Bar,27.6776134,85.4387782,98.0,5.0,8
Keshab Coffee Shop,Cafe,27.6732069,85.4381559,77.0,3.9,16
Khwopa Beans Cafe,Coffee shop,27.6731166,85.4380831,98.0,0.0,0
Duwal house,Coffee shop,27.672089,85.4403049,0.0,0.0,0
The sign cafe,Coffee shop,27.6756952,85.4377457,0.0,0.0,0
Nagarkot Khaja & Thakali Bhojanalaya,Nepalese restaurant,27.6760335,85.4375354,98.0,5.0,6
Yes Cafe,Cafe,27.6758349,85.4382209,101.5,3.0,4
Mamako Coffee Shop,Coffee shop,27.6718891,85.4224559,112.0,3.0,2
Matina Cafe,Cafe,27.6715049,85.4298364,98.0,3.2,86
Lotus restaurant and rooftop bar,Indian restaurant,27.6712409,85.4295755,0.0,2.3,3
Shanghai Express | Chinese Restaurant,Chinese restaurant,27.6699502,85.4277479,98.0,0.0,0
Surybanyak,Hamburger restaurant,27.6668246,85.425633,0.0,0.0,0
Aaditya Paanipuri ChanaChatpat & Cold Drinks,Restaurant,27.6703549,85.4310597,0.0,3.0,1
Sagar Khaza Ghar,Restaurant,27.6698976,85.4305634,0.0,0.0,0
Planet Bhaktapur Hotel,Restaurant,27.682026,85.4301483,0.0,4.7,273
Mo:mo pasal,Momo restaurant,27.6777681,85.4226628,84.0,5.0,6
Mohan Newa Khazaghar,Restaurant,27.6729566,85.4052439,80.5,4.3,3
Himalayan Takeaway Bhaktapur,Restaurant,27.6713509,85.4301202,91.5,5.0,1
Newari khaja and bara ghar,Restaurant,27.6714791,85.4299259,0.0,4.3,6
Sandar MoMo,Momo restaurant,27.6715316,85.4224053,0.0,3.3,3
DAJUBHAI KHAJA GHAR,Restaurant,27.6715355,85.4167828,0.0,0.0,0
Aesamari Sattal,Coffee shop,27.6708855,85.4290938,0.0,1.0,1
Newari khajaghar & Sekuwa corner,Coffee shop,27.6639829,85.4218836,0.0,0.0,0
"1990s laphing,dhara",Restaurant,27.6718977,85.438394,0.0,0.0,0
Yomari Pasa:,Cafe,27.6715439,85.4301936,91.0,5.0,2
De'MoMo Factory Bhaktapur,Restaurant,27.6672809,85.4234083,91.0,4.0,9
Gamenic Cafe (Game Bar & Cafe),Bar,27.6717182,85.438968,0.0,3.3,4
Matina Laphing House,Cafe,27.6711545,85.4300711,84.0,2.8,4
Untouched like blue dawn,Cafe,27.6678168,85.43099,98.0,0.0,0
Cafe Boh,Cafe,27.6783498,85.3984108,83.0,4.6,227
90's Cafe,Coffee shop,27.6742191,85.3899348,84.0,4.8,22
Mount RED BEANS COFFEE and roastery,Coffee shop,27.6759681,85.3981204,91.0,5.0,9
Cafe Sayto Kalo,Coffee shop,27.6830101,85.3863668,101.5,4.8,13
Coffee shop,Cafe,27.6801375,85.3982656,87.5,5.0,1
Khwopa Coffee Hub,Cafe,27.6754861,85.3974593,91.0,4.7,20
Coffee Corner,Coffee shop,27.6826986,85.3871536,105.0,4.0,106
YaNi cafe,Cafe,27.6732158,85.3798578,0.0,5.0,13
Freshco Cafe and Barista Coffee School,Coffee shop,27.676841,85.3982214,98.0,4.1,24
Orenda Square,Tea store,27.6800967,85.3859665,105.0,5.0,1
JHEEGU CHIYA CHEEN,Tea store,27.6824864,85.410321,112.0,5.0,3
Karki store,Tea store,27.680823,85.420006,0.0,5.0,2
Timal jaksan tea coffee and kirana shop,Coffee shop,27.6732766,85.3790923,0.0,5.0,2
Friendship coffee shop,Coffee shop,27.6766717,85.4428172,0.0,0.0,0
Arabica coffee Radhe Radhe,Coffee shop,27.6763531,85.3981224,105.0,3.8,63
Duipokhari Coffee Shop,Coffee shop,27.6781442,85.3862113,98.0,4.0,6
The chatpate & chiya junction,Tea store,27.6748902,85.4382099,101.5,4.9,9
Balkumari Coffee Shop,Coffee shop,27.6764901,85.3857096,108.5,3.9,15
Nice Coffee Shop & Khaja Ghar,Coffee shop,27.6754222,85.3860485,0.0,3.5,10
Pasa Cafe,Coffee shop,27.705119,85.4183249,0.0,3.5,37
Friendship coffee shop,Coffee shop,27.6766755,85.4428196,0.0,0.0,0
Madhyapur dairy and coffee shop,Coffee shop,27.6809973,85.3860676,91.0,3.9,16
Pramod tea and coffee shop,Coffee shop,27.689597,85.39874,0.0,0.0,0
Kafle dairy and coffee shop,Coffee shop,27.6832028,85.4013576,0.0,0.0,0
Jiwan Dairy and Coffee Shop,Coffee shop,27.674399,85.3803331,91.0,3.3,15
Hot duck Brothers point,Tea store,27.6846042,85.4109941,0.0,5.0,2
Garud's Cottage,Tea store,27.7102618,85.4215296,94.5,5.0,5
Food Zone Duwakot,Fast food restaurant,27.6841318,85.4113261,109.5,4.9,40
"KFC, Thimi",Fast food restaurant,27.6748653,85.3973167,80.5,4.0,583
The Burger King & Crunchy Fried Chicken,Fast food restaurant,27.6893789,85.3895401,91.0,3.7,86
Dakshin Barahi Mo:Mo & Food Corner,Fast food restaurant,27.6730017,85.3853751,60.0,3.9,89
U.S Fast Food,Restaurant,27.6727206,85.3846813,91.0,5.0,1
"Madhyapur Thimi Burger House and Crunchy Fried Chicken,",Restaurant,27.6828082,85.3859495,86.0,3.8,115
Madhyapur Fast Food,Fast food restaurant,27.68278,85.385764,70.0,4.4,9
Abi Khaja Ghar And Fastfood,Restaurant,27.6729471,85.3906084,98.0,5.0,6
Hamro khaza ghar,Tea store,27.6788593,85.4085225,0.0,3.7,3
Arjun Tea Shop,Tea store,27.6811319,85.3882329,0.0,4.2,5
मङली को पसल,Tea store,27.7032375,85.4142656,0.0,0.0,0
Duwakot chiya chautari,Tea store,27.6816938,85.4103897,0.0,0.0,0
Chiya Kham,Tea store,27.6759822,85.4337928,0.0,0.0,0
Basu ko pasal,Tea store,27.6836829,85.4369235,0.0,0.0,0
Fast and Fresh Food,Fast food restaurant,27.6750259,85.3978356,0.0,2.0,2
Streat 9 fast food and cafe,Family restaurant,27.6897621,85.3902949,80.0,5.0,1
Pranjal Fast Food & Cafe,Fast food restaurant,27.6753726,85.3978882,91.0,3.9,7
Sagar fast food and cafe,Restaurant,27.6766699,85.3763603,98.0,3.3,6
Unik Fast Food And Cafe,Fast food restaurant,27.6774892,85.3985,70.0,3.4,14
Gopal Sau,Tea store,27.6733359,85.4354261,0.0,0.0,0
P.S.P Khaja Ghar,Tea store,27.7125802,85.4244619,0.0,0.0,0
B and B fast food,Fast food restaurant,27.6844657,85.3877447,0.0,1.0,2
Mama Bhanja Fast Food,Restaurant,27.6775481,85.3985095,0.0,1.3,7
UDAYPUR FAST FOOD,Fast food restaurant,27.6877142,85.3981141,0.0,0.0,0
Barudan fastfood chagunarayan,Fast food restaurant,27.7132229,85.4127695,0.0,0.0,0
5I Restaurant,Family restaurant,27.6844567,85.4109168,72.0,4.8,13
It's Bee's Knees Tavern & Lounge,Restaurant,27.6765083,85.3942093,0.0,4.9,30
Chicken Station Radhe Radhe Bhaktapur,Fast food restaurant,27.6753388,85.39819,98.0,3.4,100
KKFC BHAKTAPUR THIMI,Fast food restaurant,27.6751075,85.3971681,66.17,4.2,10
Ghumti Cafe and Restaurant,Cafe,27.6525209,85.4106395,0.0,4.9,57
THE BIRYANI HOUSE,Family restaurant,27.667819,85.3865575,77.0,4.9,162
Falaichama,Fast food restaurant,27.652187,85.4036987,84.0,4.9,130
Samsara Restro,Fast food restaurant,27.6692896,85.3859474,84.0,4.1,224
The Guras Restaurant,Restaurant,27.6512599,85.4184038,0.0,5.0,2
Aaल waypoing restaurant and bar,Restaurant,27.6443198,85.4101158,81.0,4.1,17
Hamro cafè and Coffee,Coffee shop,27.6490096,85.4115286,0.0,5.0,3
Las Kus Restaurant And Dawali snooker House,Restaurant,27.6580245,85.3993901,84.0,4.4,12
Green Height Restaurant,Restaurant,27.6628023,85.3904676,84.0,4.0,53
Ghyampe view Point Restaurant,Fast food restaurant,27.6317596,85.4293694,100.5,5.0,1
Nayuma Restaurant,Fast food restaurant,27.657684,85.3884251,91.0,4.7,3
Yolo Restaurant,Restaurant,27.6400944,85.4073184,0.0,4.2,89
Puzzles: Not Just A Café,Restaurant,27.6697722,85.3769534,91.0,3.8,40
YOYO Cafe & Restaurant,Restaurant,27.6299466,85.4271613,0.0,4.2,6
Moonlight Snooker House & Restaurant,Family restaurant,27.6390645,85.3945016,0.0,4.3,3
Chiya Vibes,Tea store,27.6693444,85.3817081,105.0,4.4,14
Samrakshyak Sainju,Tea store,27.6537851,85.4076709,98.0,4.6,7
Ramchandra Chiya Pasal,Tea store,27.6701851,85.3822674,98.0,4.6,11
Suntali Chiya Pasal☕️🍮🍵,Tea store,27.6617308,85.4096256,101.5,5.0,1
Ghimire Chowk,Tea store,27.6639375,85.3830625,0.0,4.2,9
Ilam Organic green tea (IOCP TEA),Tea store,27.6592943,85.4275082,56.0,4.1,10
Chiya Obsession Suryabinayak,Tea store,27.6673926,85.4261771,0.0,4.0,1
New Tapari Mo:Mo,Fast food restaurant,27.6648321,85.390258,87.5,5.0,3
Khadka Khaja Ghar and Sekuwa House,Fast food restaurant,27.6681756,85.3776471,91.0,5.0,1
Kp Newari Kaja Ghar,Fast food restaurant,27.6574174,85.38646,91.0,4.5,8
Valley stick food,Fast food restaurant,27.6658125,85.3891875,0.0,4.5,2
BDS Restaurant and Kimchi Jhol momo,Fast food restaurant,27.6692062,85.3856611,54.0,3.5,8
Newari Chulo and Restaurant,Restaurant,27.669335,85.3881533,0.0,2.0,1
Dakshin Barahi Fast Food and Resutrant,Restaurant,27.6691076,85.3859252,99.75,3.4,21
Paragon food Cafe,Fast food restaurant,27.6682452,85.3861734,0.0,5.0,6
KC fast food,Fast food restaurant,27.6691004,85.3881307,0.0,0.0,0
Kalakriti cafe and tattoo inn,Cafe,27.6566636,85.4238085,105.0,5.0,1
Ghyampe dada khaja ghar,Nepalese restaurant,27.6316745,85.4295132,87.5,4.3,25
dUmpling MoMO,Momo restaurant,27.6393808,85.4161377,105.0,4.6,12
Sujan Khaja Ghar,Family restaurant,27.6358125,85.4215625,0.0,5.0,1
THE SIDE KITCHEN,Family restaurant,27.6579205,85.4397619,0.0,0.0,0
Family Resort & Trout Hub,Family restaurant,27.6451737,85.4657532,0.0,4.3,4
Thulogau,Tea store,27.6365263,85.4377007,0.0,3.7,7
Ganesh Chiya Pasal,Tea store,27.6559513,85.4240494,0.0,0.0,0
BUBBLE TEA (ORIGINAL) BHAKTAPUR,Bubble tea store,27.6712877,85.429486,73.5,3.5,2
Pawan's Tea Shop,Tea store,27.6539565,85.4563212,0.0,0.0,0
Highway Restaurant,Restaurant,27.6444373,85.4654802,0.0,1.0,1
Pani Tanki Khaja Ghar,Family restaurant,27.644372,85.4080924,0.0,0.0,0
ranjit बोन्साई अर्कीड घर,Coffee shop,27.6426616,85.460042,0.0,4.5,2
Mitho chiya nasta pasal,Tea store,27.666006,85.4099179,91.0,0.0,0
View Vibe & Chai,Coffee shop,27.6516475,85.4169172,0.0,5.0,1
Sannilye khaja ghar,Chicken restaurant,27.6438161,85.4648777,0.0,0.0,0
Ghyampe Center Point Chiya & Khaja Ghar,Nepalese restaurant,27.6317598,85.4293862,0.0,0.0,0
Shyam Khaja Ghar,Fast food restaurant,27.6623595,85.4076821,0.0,0.0,0
White House Tea shop,Coffee shop,27.6329443,85.4160753,0.0,0.0,0
S Kitchen Fast Food,Fast food restaurant,27.683029,85.3875118,0.0,3.7,11
Aaylaa Garden Resturant,Restaurant,27.6768247,85.3752789,98.0,5.0,31
Dream Beans Cafe,Restaurant,27.6774415,85.398256,84.0,4.9,41
Baleshi Food Hub,Restaurant,27.6774375,85.3978125,112.0,5.0,6
Pride food cafe,Restaurant,27.672983,85.3855632,91.0,5.0,1
Sawaa Garden Cafe,Restaurant,27.6766824,85.3933197,0.0,4.2,139
United Food Cafe,Restaurant,27.6835224,85.3873954,84.0,4.2,38
watanabe cafe,Restaurant,27.6401489,85.4226591,0.0,0.0,0
Vintage Tea House,Cafe,27.6815247,85.386297,98.0,4.6,14
HAPPINESS COFFE & CHIYA GHAR,Tea house,27.6630397,85.426098,0.0,5.0,1
Doleshwor Bakery,Bakery,27.6550939,85.4398645,103.95,4.8,11
Happy Cakes & Bakery,Bakery,27.6762376,85.4323111,91.0,4.8,187
Modern Bakery,Bakery,27.6376873,85.4371853,0.0,4.3,4
Mui Bakery,Bakery,27.6782316,85.3985692,108.5,4.7,26
Cream Cakes and Bakery,Bakery,27.6587274,85.4236834,90.0,4.7,7
Rai's bakery Darjeeling height,Bakery,27.6590544,85.4283888,0.0,5.0,2
Thimi Live Bakery & Reading Hub,Bakery,27.6699223,85.3858031,105.0,4.6,20
THE BEST BAKERY,Bakery,27.6659074,85.3887767,105.0,4.3,24
Cookie Jar Bakery And Cafe,Bakery,27.6679632,85.38619,98.0,5.0,7
Chiya hood,Coffee shop,27.6827936,85.4112598,91.0,5.0,4
Kings Cafe,Coffee shop,27.6745825,85.3677414,0.0,4.2,28
Kaliyuga Cafe,Cafe,27.6746014,85.3670638,87.0,4.4,91
Shrestha Cold Store,Bar,27.6665662,85.3886581,84.0,4.1,36
The Red Triangle Snooker & Bar,Sports bar,27.6734257,85.3744307,0.0,5.0,3
Jigri Sekuwa - Kaushaltar,Pub,27.6748348,85.3664118,0.0,4.7,377
Haadi Bistro and Cafe : Radhe Radhe,Biryani restaurant,27.6759107,85.3977913,84.0,4.7,449
Belis Bakery,Coffee shop,27.6720391,85.3878463,101.5,4.7,3
Urmi Coffee Shop,Coffee store,27.6773786,85.3984431,0.0,4.5,77
Samdan sekuwa corner,Coffee shop,27.656019,85.4284413,0.0,5.0,2
Goma Sweet House,Vegetarian restaurant,27.697245,85.3745832,98.0,4.9,10
Darjeeling Fast Food,Cafe,27.6604966,85.4279471,80.0,2.0,1
Tropical Bagaicha Marga,Coffee shop,27.6934632,85.3776179,0.0,5.0,2
Aroj Home,Coffee shop,27.6943257,85.3773779,0.0,5.0,1
Cafe United,Coffee shop,27.6816941,85.3885169,84.0,5.0,4
1-shika café and Chat house,Coffee shop,27.6813874,85.376168,0.0,5.0,1
Cafe Silichung,Coffee shop,27.6837496,85.3897351,99.75,5.0,3
Tea Time,Coffee shop,27.6820448,85.3795178,101.5,3.5,4
Nescafe coffee center,Coffee shop,27.6782989,85.375865,91.0,4.3,6
Chiya Pasal,Coffee shop,27.6889911,85.3895483,101.5,4.6,23
Chiya party,Coffee shop,27.6974294,85.3747136,0.0,5.0,24
Karma chiya,Coffee shop,27.689825,85.385997,0.0,0.0,0
"Riplik Store, Bahanani",Cafe,27.6846183,85.3835456,0.0,3.8,4
Poudel dunote pasal,Bakery,27.688868,85.379376,0.0,5.0,1
Sushila Kirana and Cafe,Cafe,27.6849654,85.3839594,0.0,3.3,7
Sweet House,Vegetarian restaurant,27.6850951,85.3877417,107.33,5.0,3
Aakash sweets and chat house,Vegetarian restaurant,27.67178,85.3647074,80.5,5.0,3
Sadabahar Chowmein House,Restaurant,27.6860982,85.3779677,87.5,3.6,41
Ugratara fastfood,Fast food restaurant,27.680151,85.3763537,91.0,3.7,9
A2 Matka Chiya and Fastfood,Restaurant,27.6714348,85.3859299,82.0,4.3,81
Choya Food Land,Restaurant,27.6899028,85.382321,0.0,5.0,1
Neewaaz Restaurant With Snooker,Restaurant,27.6888596,85.3793205,101.5,3.5,32
Dhuncho Street Food Khaja Ghar,Restaurant,27.6890136,85.3801206,105.0,3.3,7
Three Point Restaurant and Sekuwa Ghar,Restaurant,27.6955679,85.3799072,98.0,4.7,6
BLUE HEAVEN RESTRO & SWIMMING POOL,Restaurant,27.6939988,85.3745735,86.0,3.9,48
The Cabaña,Restaurant,27.6896006,85.3860533,84.0,5.0,4
"Little Kitchen, Nagadesh",Restaurant,27.6848584,85.3864284,91.0,4.4,16
Old Durbar Hotel,Restaurant,27.6841311,85.3855534,112.0,4.4,13
dhunche pakha resort,Restaurant,27.6900487,85.3851338,0.0,3.0,1
Kusheshwor sweets house,Breakfast restaurant,27.6830584,85.3873146,0.0,0.0,0
Aveeva Cafe,Restaurant,27.6776861,85.3978895,98.0,5.0,9
Mathura Takeaway,Breakfast restaurant,27.6890283,85.3896276,84.0,0.0,0
Lwaka Baka,Fast food restaurant,27.6838397,85.3868701,94.5,4.7,3
Chhito Mitho MoMo,Fast food restaurant,27.6822725,85.3890198,77.0,4.5,6
Dunche Donut and Chiya Pasal,Tea house,27.6887567,85.3795417,126.5,0.0,0
Ghar Tea and Bites Since 2081,Tea house,27.6729299,85.3863708,98.0,4.8,6
"Bashuki Live Bakery, Nagadesh",Bakery,27.6822642,85.3814527,94.5,5.0,2
Kumar Bakery and Coffee Shop,Bakery,27.6809137,85.3861548,101.5,4.2,48
Live Cake Studio and Bakery,Bakery,27.6955474,85.373484,105.0,4.4,51
MY BAKERY,Bakery,27.6845823,85.3880426,0.0,3.4,11
New Star Live Bakery & Cafe,Bakery,27.6961371,85.377084,105.0,4.3,3
Ramesh Grocery,Bakery,27.6871102,85.3835787,0.0,0.0,0
Live bakery birendra chowk,Bakery,27.6990975,85.3744338,108.5,5.0,1
Parichaya Bakery परिचय बेकरी,Wholesale bakery,27.6742791,85.3720911,105.0,4.5,42
Baguette Bakery,Bakery,27.6989739,85.3740729,72.0,4.2,9
The best bakery,Bakery,27.6958976,85.3765501,105.0,3.0,4
Sathi Bhai Dairy and Bakery Farm,Bakery,27.6798284,85.3713778,0.0,5.0,6
Rangasala Sports Lounge Private Limited,Sports bar,27.697323,85.3749049,105.0,4.6,29
J B R Restro and Bar,Bar,27.6993091,85.3679447,0.0,5.0,1
"Gatthaghar-3, Bhaktapur",Bar,27.673437,85.3744054,100.0,5.0,1
Aafno chotu panipuri and dahipuri,Pub,27.6753687,85.3745365,0.0,5.0,1
Prajapati Snooker & Pool House,Sports bar,27.6824224,85.3869475,91.0,2.8,16
Sabin Bhabuk Residence,Pub,27.6727835,85.3742709,0.0,5.0,2
Real Taste Khaja Ghar,Restaurant,27.6475757,85.4207765,105.0,5.0,1
Gundu chaur,Restaurant,27.647511,85.420846,0.0,4.0,1
The Biryani house,Family restaurant,27.6654493,85.3916384,84.0,4.9,163
Voi pvt/ltd,Coffee shop,27.6340871,85.4162768,0.0,5.0,1
