name,lat,lng,category,final_weight,rank,filled_rank
Sahari Harit Park,27.6688477,85.385712,Park,0.46747683326711914,3,3.0
जिल्ला सरकारी वकिल कार्यलय भक्तपुर,27.6725702,85.4230774,Post office,0.46747683326711914,3,3.0
Ward Office Suryabinayak-9,27.6462505,85.459342,Local government office,0.46747683326711914,3,3.0
Ujwal Gym And Zumba,27.6782831,85.4419063,Gym,0.46540082821152917,6,6.0
Bhaktapur Wellness,27.6745884,85.3667377,Gym,0.45976930540056365,16,16.0
Xtreme Muscle Gym N Physical Fitness,27.6641586,85.3667253,Gym,0.45806284907202094,9,9.0
Lion Physical Fitness,27.6707145,85.4388469,Gym,0.45560033653228,9,9.0
Madhyapur Thimi Municipality Ward Office,27.6818807,85.386802,Government office,0.4535489788553133,6,6.0
Bhaktapur Municipal - 6 No.Ward Office,27.674586,85.4316778,Local government office,0.4535489788553133,6,6.0
Bhaktapur Municipality - Ward Office No. 4,27.669768,85.4282269,Federal government office,0.45317213919773053,4,4.0
Active Gym,27.678232,85.4376925,Gym,0.45109613413288124,12,12.0
"Changunarayan municipality Ward-1 office,duwakot",27.6994394,85.4114736,Local government office,0.45004954723899915,7,7.0
"Road Division Bhaktapur, Katunje",27.667792,85.4039576,Government office,0.4471278801612732,14,14.0
Kageshwori Manohara Municipality Ward No.7 office,27.702377,85.3849268,Local government office,0.4471278801612732,14,14.0
Open GYM Fitness - Srijana Nagar,27.6736897,85.4055801,Gym,0.4460647775505346,5,5.0
Bhaktapur Municipality,27.6746071,85.4273411,Local government office,0.44459170452692526,39,39.0
Shahid udyan,27.6710221,85.4298197,Park,0.4444444445185185,3,3.0
District Treasury Comptroller Office(को.ले. नि.का),27.6676745,85.4040577,Federal government office,0.4444444445185185,3,3.0
Oxygen Physical FItness,27.6674892,85.4374257,Gym,0.4442043251270153,13,13.0
Basipukhu Peace Park,27.6815876,85.3846733,Park,0.4441516896825051,16,16.0
Flex Anytime Fitness,27.6687796,85.4124847,Gym,0.4441440331709708,20,20.0
Kathmandu Fun Valley,27.6467707,85.4670261,Water park,0.4400085388473578,21,21.0
Suchana tole,27.6634375,85.3781875,Park,0.43969905547776733,4,4.0
Jagat Sundar Statue,27.6724393,85.4270837,Memorial park,0.43969905547776733,4,4.0
Bhaktapur District court,27.6754173,85.443524,Government office,0.43817114261803036,17,17.0
Karunya Fitness Center,27.6712576,85.4094636,Gym,0.4370818179983293,18,18.0
"District Election Office, Bhaktapur",27.6744792,85.4040151,Federal government office,0.4366473086010396,11,11.0
Gurungtar (गुरुङटार),27.6916016,85.4739084,Park,0.43650547252189714,5,5.0
अर्जुन चौतारी,27.6976861,85.3754348,Park,0.43650547252189714,5,5.0
Wada Karyalaya,27.6819046,85.3867131,Government office,0.43650547252189714,5,5.0
"District Administration Office, Bhaktapur",27.6732718,85.4280304,District office,0.4354138744327263,42,42.0
Maheshwari Open Gym Garden,27.6706307,85.4355555,Gym,0.4349536664323865,6,6.0
"Darjeeling height pani tanki , suryabinayak",27.6525117,85.4306595,Garden,0.4344319315209407,7,7.0
Doleshwor parking,27.6403948,85.4369023,Park,0.4330560530993721,23,23.0
Swasthya Bima Board Bhaktapur,27.6771455,85.3887784,Government office,0.43198530393515533,13,13.0
Suryavinayak Municipality Ward No. 6,27.6643701,85.4211484,Local government office,0.43198530393515533,13,13.0
Manahara Football Club,27.6938445,85.3775762,Gym,0.4318966328084544,25,25.0
Ithuli pipalbot tathali bhaktapur,27.6666865,85.4497031,Park,0.4317765991872315,21,21.0
"Bhaktapur No.7 Ward Office, Golmadhi",27.6699275,85.4321083,Local government office,0.4299082316204567,9,9.0
"Education Development and Coordination Unit, Bhaktapur",27.6762795,85.4266134,Government office,0.428664309573126,33,33.0
Fitness 24x7,27.6697269,85.3675463,Gym,0.4280715252438294,13,13.0
Flower Nepal Nursery,27.6677137,85.4241518,Garden,0.4265119392921773,20,20.0
Suryabinayak Municipality Ward 8,27.6435787,85.4329037,Government office,0.42577120105670224,12,12.0
कोष तथा लेखा नियन्त्रण कार्यालय भक्तपुर,27.6677281,85.4041215,Government office,0.42539436140374903,6,6.0
Suryabinayak Municipality 2 No. Ward Office,27.6645815,85.3652692,Local government office,0.42388813793620445,19,19.0
Gankhu kharibot chowk (गाँखु खरीबाेट चाेक),27.6880666,85.3941968,Park,0.423032388801934,5,5.0
"Office of the District Co-ordination Committee (जिल्ला समन्वय समितिको कार्यालय, भक्तपुर)",27.6730938,85.4284983,Government office,0.423032388801934,5,5.0
"Armed police force base, bayasi",27.674707,85.4254555,Government office,0.423032388801934,5,5.0
Bhaktapur Kickboxing and Muay Thai Club,27.6765989,85.4326114,Muay Thai boxing gym,0.4218029470850941,14,14.0
Iron Echo Gym,27.6956099,85.3739245,Gym,0.42064897235373855,12,12.0
Kamerotar Land Polling Project,27.6743818,85.390435,Government office,0.4202156454964244,15,15.0
Office Of Changunarayan Municipality Ward 8,27.6863015,85.4805255,Government office,0.4199743592448785,19,19.0
Suryabinayak Municipality office सुर्यविनायक नगरपालिका कार्यालय,27.668135,85.4045498,Government office,0.4174578534617612,7,7.0
Kathmandu Upatyaka Khane Pani Ltd.,27.6724234,85.4230685,Government office,0.41745538939231297,30,30.0
Jorpati Park ️,27.6507737,85.4623883,Park,0.4166666667291667,4,4.0
Bal Udhyan,27.6776262,85.440731,Park,0.4166666667291667,4,4.0
Sunset Point,27.7085479,85.4410882,Park,0.4166666667291667,4,4.0
Baje ko nilo pull,27.678707,85.4139235,Park,0.4166666667291667,4,4.0
Energym,27.6787637,85.3755273,Gym,0.4166666667291667,4,4.0
Khags,27.6990526,85.3765804,Gym,0.4166666667291667,4,4.0
Saxam's garden,27.6747834,85.427379,Garden,0.4166666667291667,4,4.0
फुलबारी,27.6703326,85.4441932,Garden,0.4166666667291667,4,4.0
Rasilo Agriculture Head office,27.6698676,85.3857801,State government office,0.41643514790049346,9,9.0
Suryabinayak Municipality Ward 10,27.6518979,85.4682335,Government office,0.41553728291920483,19,19.0
Madhyapur Thimi Ward 5 Office,27.6802869,85.3870238,Local government office,0.41247903770620714,17,17.0
Madhyapurthimi Municipality Ward No 4,27.6758435,85.3851815,Local government office,0.41247903770620714,17,17.0
Chiplegauda Chock,27.7015916,85.3807886,Park,0.4119212776837859,6,6.0
Golden era,27.6734634,85.3643861,Government office,0.4115054725050222,8,8.0
Luniva's Fitness,27.6767221,85.435053,Gym,0.41076383292059354,40,40.0
Bhaktapur Municipality ward 9 office,27.6740728,85.4351243,Local government office,0.4097011411611131,11,11.0
Changunarayan Municapility Office New,27.6958579,85.4611951,Government office,0.40953786123299785,20,20.0
जिल्ला विकास समितिको कार्यालय,27.67311,85.42862,Government office,0.40903510610403965,15,15.0
हात्तिडाँडा प्रवेश द्वार,27.699931,85.3678539,Park,0.4087442104386309,21,21.0
Bhaktapur No.2 Ward Office,27.6744762,85.4279324,Local government office,0.4076462172139413,16,16.0
Dibyeashwori Postal Office,27.6812215,85.3715707,Government office,0.4071758886337753,12,12.0
Nepal Workers' and Peasants' Party,27.6726766,85.433228,Political party office,0.4069350040880833,74,74.0
१न. नापी टोली भक्तपुर,27.672189,85.3843766,Government office,0.406875842871856,9,9.0
Bhaktapur Municipality Ward no.8 Office,27.6694323,85.4402421,Local government office,0.40317213916523054,10,10.0
Kiwachowk Mid Height,27.6588152,85.4025268,Garden,0.4002314441833992,16,16.0
Single Bar,27.6767052,85.4314316,Park,0.4000000000533333,5,5.0
Purushotam Yadav,27.6690657,85.4071678,Park,0.4000000000533333,5,5.0
Urban Health Center ward no 7,27.7018754,85.3851004,Government office,0.4000000000533333,5,5.0
आदिवासी जनजातिको उत्थान परिषद्,27.6936161,85.4632279,Government office,0.4000000000533333,5,5.0
Sugam pokhrel home,27.6704021,85.4517265,Garden,0.4000000000533333,5,5.0
Peepal Bot,27.7125642,85.4404723,Garden,0.4000000000533333,5,5.0
Bhaktapur Municipality Ward No. 10 Office,27.6774454,85.4368835,Local government office,0.3987176457773182,28,28.0
National Skill Testing Board (NSTB),27.6820387,85.3742756,Government office,0.3983071367457378,29,29.0
National Zoological Garden,27.6580706,85.4203387,Government office,0.398032388785059,8,8.0
Bandevi park बन्देवी पार्क,27.6740442,85.3859618,Park,0.3979166293665428,18,18.0
"Changunarayan - 2 No.Ward Office, Duwakot",27.6924377,85.4150794,Government office,0.3979166293665428,18,18.0
Central Level Project Implementation Unit,27.6830041,85.3732822,Government office,0.39694197049627794,19,19.0
"Police Booth, Duwakot",27.6780782,85.4075502,Government office,0.39547983146659144,13,13.0
New Golds Physical Fitness Centre,27.6973354,85.3749252,Gym,0.3938908644675856,23,23.0
YOYO ZIPLINE,27.6298676,85.4276306,Adventure sports center,0.3924052513404572,25,25.0
Ganesh Calisthenics Park,27.6565663,85.4221475,Park,0.39206102804486015,15,15.0
Bhaktapur Municipality Ward No. 15 Committee,27.6719479,85.4250618,Local government office,0.3906721391547618,16,16.0
Chundevi Moktan Home,27.6664132,85.4151143,Office supply store,0.3896990554986006,2,2.0
Nepali military intelligence school,27.6916117,85.4598598,Military school,0.3896990554986006,2,2.0
Kamalvinayak traffic office,27.6768476,85.4365574,Government office,0.3896990554452673,10,10.0
Mrida Experiences Center,27.6829762,85.4539149,Garden,0.3896990554452673,10,10.0
"Nagadesh Ward Office, Naagdesh - Madhyapur Thimi Municipality-7",27.6834758,85.3859954,Local government office,0.3894466489576065,17,17.0
Ward No 5 - Changunarayan Municipality,27.7013631,85.4506942,Local government office,0.3894466489576065,17,17.0
Suryabinayak-Dhulikhel Road Project (सुर्यविनायक-धुलिखेल सडक आयोजना),27.6805717,85.3934101,Government office,0.3888888889351852,6,6.0
कल्पभूमि,27.6437096,85.4414044,Garden,0.3888888889351852,6,6.0
Bhaktapur Municipality Ward No. 1,27.670281,85.4227574,Local government office,0.38835732433790543,18,18.0
जिल्ला पशु सेवा कार्यालय,27.6712581,85.4201998,Government office,0.38773144417199296,40,40.0
New ward no 5 Building Office,27.6781678,85.3808068,Government office,0.38666875241251253,11,11.0
जेष्ठनागरिक पार्क,27.7134647,85.4035343,Park,0.3857118216900302,21,21.0
Ajima dahi vandar,27.6745571,85.4281363,Gym,0.38545871689709105,55,55.0
Namuna Bishram chwok,27.6776043,85.3809266,Park,0.3849903209678751,22,22.0
Universal Physical Fitness,27.6774769,85.3962145,Gym,0.3843315594389482,23,23.0
Laxmi Tol,27.6980995,85.4534449,Garden,0.38414349988517466,12,12.0
University Grants Commission,27.6811358,85.377024,Government office,0.3826593186347374,26,26.0
Club,27.6740154,85.3641843,Gym,0.38218448482613127,27,27.0
Bhaktapur Municipality Ward No. 5 Office,27.6705572,85.4302832,Government office,0.38200674774662824,13,13.0
Gaahiti Park,27.683824,85.3828911,Park,0.38095238099319734,7,7.0
सितलमाईको रूख,27.6526807,85.4169678,Park,0.38095238099319734,7,7.0
Huchidhunga Pakha,27.7081258,85.4410507,Park,0.38095238099319734,7,7.0
Nepal Electricity Authority Billing Counter,27.6725439,85.4226816,Government office,0.3801752459135666,14,14.0
Water boring,27.658759,85.4205138,Government office,0.3771990554347986,16,16.0
Duwakot Malepati Tole,27.6941117,85.4186616,Garden,0.3759735652376433,17,17.0
Irrigation Department Bhagirath Nagar Bhaktapur Road Degloor,27.6709939,85.4298429,Government office,0.37500000003645834,8,8.0
Mulpani Switching station Nea,27.700942,85.3860168,Government office,0.37500000003645834,8,8.0
Mulkdhoka,27.6766728,85.4349274,Gym,0.37500000003645834,8,8.0
नंङखेल 9 चाम्थली,27.6582483,85.4506811,Garden,0.37500000003645834,8,8.0
Pipabot Janaswasthya 🌳🌳Katunje,27.6629207,85.4063831,Garden,0.37500000003645834,8,8.0
Acharya Niwas,27.6672867,85.4460104,Garden,0.37500000003645834,8,8.0
"Open GYM Facilities - Bishnu kundol, Thimi",27.6771554,85.3836358,Gym,0.37488424061794223,18,18.0
Rastriya Laghu Gharelu Tatha Sana Udhyou,27.6612756,85.4267643,Government economic program,0.37488424061794223,18,18.0
Buddha Park Sanothimi,27.6820433,85.3803174,Park,0.37390958174767724,19,19.0
Office of Industry and Commerce Bhaktapur,27.661207,85.426253,Government office,0.37303238876443395,20,20.0
Police station,27.6926156,85.415234,Local government office,0.37303238876443395,20,20.0
Thulo Dhunga,27.6872781,85.4667238,Park,0.37085847571898495,23,23.0
Kage dada,27.6741123,85.384248,Park,0.37085847571898495,23,23.0
Nepal Electricity Authority Training Center,27.6872115,85.4549632,Government,0.37085847571898495,23,23.0
Kamerotar Big ground,27.6810332,85.3893729,Park,0.3703703704032922,9,9.0
Water Resource and Irrigation Division Office - Bhaktapur,27.6652953,85.430576,Federal government office,0.3703703704032922,9,9.0
District Project Execution Unit (Building),27.6757762,85.4128579,Government office,0.3703703704032922,9,9.0
Shakya home,27.6679553,85.4244698,Gym,0.3703703704032922,9,9.0
Universal Physical Fitness and Pool House,27.6725088,85.3985241,Gym,0.36969905542806725,25,25.0
district agriculture development office,27.6660359,85.416719,Government office,0.3666666666966667,10,10.0
Thimi Substation,27.6813807,85.3919221,Government office,0.3666666666966667,10,10.0
Yalanash property,27.6827069,85.4501276,Garden,0.3666666666966667,10,10.0
Bagmati 4,27.6624958,85.4375574,Garden,0.3666666666966667,10,10.0
Duwakot City Banquet,27.6870603,85.4122556,Banquet hall,0.36479897193366884,17,17.0
"Monument Protection & Palace Care Office, Bhaktapur",27.671881,85.429097,Government office,0.36411766007400176,43,43.0
अर्धनारेश्वोर चोक २,27.7016375,85.3855469,Park,0.3636363636639119,11,11.0
AWCKharyaipati,27.6895561,85.4608282,Government office,0.3636363636639119,11,11.0
Sanothimi Park,27.6825845,85.3752232,Park,0.36111111113657407,12,12.0
District Government Attorney Office,27.6725768,85.4230274,Government office,0.36111111113657407,12,12.0
Bhaktapur lekhapadi,27.6755226,85.441903,Government office,0.36111111113657407,12,12.0
Police Station duwakot Byesi,27.7073526,85.4135128,Government office,0.36111111113657407,12,12.0
Urban Health Center Kausaltar,27.6746636,85.3658864,Government office,0.3589743589980276,13,13.0
Kathmandu Valley Development paradhikarana,27.6738919,85.3885893,Government office,0.3589743589980276,13,13.0
prem love dada,27.6797515,85.3838056,Park,0.35714285716496597,14,14.0
ट्राफिक प्रहरी प्रभाग कमलविनायक भक्तपुर।,27.6771049,85.4368073,Government office,0.35714285716496597,14,14.0
Balefi office,27.6882111,85.4569136,Government office,0.35714285716496597,14,14.0
काब्रो बोट,27.6626187,85.4163026,Garden,0.35714285716496597,14,14.0
"Madhapur Thimi Municipality Ward No.3 Office, kaushaltar",27.6746577,85.3658908,Government office,0.3555555555762963,15,15.0
Nepal Electricity Authority Traning center ( GUARD HOUSE ),27.6887643,85.4560167,Government office,0.3555555555762963,15,15.0
Beast Empire Gym,27.6659777,85.3891171,Gym,0.3555555555762963,15,15.0
Rabin homes,27.6744697,85.4273127,Garden,0.3555555555762963,15,15.0
soso home,27.6788988,85.4330168,Garden,0.35416666668619795,16,16.0
Pipalboat,27.7006406,85.383814,Park,0.35294117648904266,17,17.0
Changunarayan nagarpalika,27.6954573,85.4608457,Government office,0.35294117648904266,17,17.0
Tiger gym House tathali,27.6686108,85.4714833,Gym,0.35294117648904266,17,17.0
Rubina home,27.6564726,85.4323991,Garden,0.35294117648904266,17,17.0
Imadol,27.6412431,85.414341,Garden,0.35294117648904266,17,17.0
Sita House Bhaktapur,27.6738658,85.4548282,Garden,0.35294117648904266,17,17.0
Rukmani coloni,27.6996751,85.386,Park,0.3518518518693416,18,18.0
गाँखु पार्क Gankhu park,27.6846886,85.3967812,Park,0.3518518518693416,18,18.0
B.p. children park madhyapur thimi - 1 lokanthali Bhaktapur,27.6781812,85.3807886,Park,0.3518518518693416,18,18.0
Bhaktapur Population Census office,27.6727904,85.4244015,Government office,0.3518518518693416,18,18.0
Shree sainik gatthagar,27.6808316,85.3791231,Government office,0.3518518518693416,18,18.0
जल उत्पन्न प्रकोप ब्यबस्थापन बिभाग,27.6654225,85.4307688,Government office,0.3518518518693416,18,18.0
Temple park,27.6745439,85.4074859,Park,0.35087719299907666,19,19.0
Fikal marga,27.7025379,85.3852678,Park,0.35087719299907666,19,19.0
Shanti yog kendra (Jalkhu Taa:),27.6796767,85.3881793,Park,0.35087719299907666,19,19.0
Dudhmel,27.6979634,85.470263,Government office,0.35087719299907666,19,19.0
Halima agriculture pvt ltd,27.654976,85.4427411,Garden,0.35087719299907666,19,19.0
Sukajor Ward Office (Ramechhap mun-7),27.6865852,85.4581859,Government office,0.35000000001583337,20,20.0
Mad Organization,27.6755984,85.4382044,Muay Thai boxing gym,0.35000000001583337,20,20.0
Suryabianayak boxing[YSSW],27.6646778,85.4224933,Boxing gym,0.35000000001583337,20,20.0
"Sub Divisional Forest Office, Bhaktapur",27.6552536,85.4242499,Government office,0.3492063492214664,21,21.0
"Itapako, taralan chok",27.6752506,85.4172172,Garden,0.3492063492214664,21,21.0
Airport View Point,27.7000253,85.366056,Park,0.3484848484993113,22,22.0
"Tinkune, Sallahghari",27.6718365,85.4087369,Park,0.3484848484993113,22,22.0
Chautara,27.6646997,85.364993,Park,0.34782608697038436,23,23.0
Pipalbot,27.6715355,85.4167828,Park,0.3472222222355324,24,24.0
Anil fitness equipment,27.6652922,85.3672327,Gym,0.3472222222355324,24,24.0
Madhyapur thimi kharibot,27.6687182,85.3878507,Gym,0.3472222222355324,24,24.0
Radhe Marg (राधे मार्ग),27.6776639,85.4237779,Park,0.34666666667946666,25,25.0
Oli room,27.6730792,85.3854649,Park,0.34666666667946666,25,25.0
Balkot,27.6639312,85.3670674,Gym,0.34666666667946666,25,25.0
Barahi Development Committee,27.6670346,85.4238543,Government office,0.34615384616617356,26,26.0
Bhaktapur Municipality Ward No. 3 Office,27.671221,85.4256939,Government office,0.34567901235756743,27,27.0
Ghamcha,27.6771892,85.3982044,Gym,0.34523809524957483,28,28.0
Guna Chwok (गुण चोक),27.6774125,85.4245156,Park,0.3448275862179944,29,29.0
"Agriculture and Animal Development Section, Bhaktapur Municipality",27.6711925,85.4202906,Government office,0.3448275862179944,29,29.0
बाल अदालत Bal Adalat,27.6729189,85.4280353,Government office,0.3428571428663945,35,35.0
सरकारी जग्गामा बनाएको टहरा,27.6999565,85.3818986,Park,0.34234234235110783,37,37.0
Ittachhen,27.6720418,85.4246034,Gym,0.34210526316643586,38,38.0
Tourist Police Bhaktapur,27.6745851,85.4278289,Government office,0.3418803418886697,39,39.0
"Kathmandu Valley Development Authority (KVDA), Bhaktapur",27.673072,85.4288359,Government office,0.3416666666747917,40,40.0
Khana Pani Sansthan,27.6725021,85.4230487,Government office,0.3412698412775888,42,42.0
Zoom Beauty Academy - Best Beauty Academy in Suryabinayak Bhaktapur,27.6659671,85.4247084,Beauty school,0.33986419857481626,42,42.0
Siddhi Ganesh Saving & Credit Co-operative,27.6732523,85.4340823,Corporate office,0.3257153980310326,44,44.0
Chautari,27.6847158,85.4080922,Community garden,0.3250217708531499,16,16.0
Bhajya Pokhari भाज्य पाेखरी,27.6708137,85.4208885,Water park,0.3223369302385318,26,26.0
Khyo Pond ख्याे: पुखुचा,27.6765903,85.4314363,Water park,0.3142894476110904,33,33.0
Cosmic Saving & Credit Co-opt.Ltd.,27.6728794,85.4249373,Corporate office,0.3025792814045544,51,51.0
"Nepali Military Academy, Kharipati",27.6863833,85.4472205,Military school,0.2955519897777879,21,21.0
Pixel Production Nepal,27.674592,85.4251421,Corporate office,0.29209405949882633,35,35.0
Light Beauty Training Center,27.6707164,85.4222805,Beauty school,0.27065143640846456,7,7.0
"Laxmi Chiura Udhog, Jatti Chiura",27.6742975,85.4326103,Corporate office,0.2669452686318147,45,45.0
Gundu Photostudio & stationary,27.6350017,85.4192203,Photography studio,0.26193779338533424,21,21.0
Deko Miba Itapake Land Pooling Project Office,27.673829,85.4237908,City government office,0.2548367073303037,38,38.0
Gaahiti Stone Spout,27.6702519,85.4328321,Water park,0.2498388058146972,25,25.0
Fine Beauty Parlour & Traning Centre,27.6717949,85.4295299,Beauty salon,0.24799972535322498,29,29.0
Village Development Committee Office,27.7012937,85.4507331,City government office,0.2438657221014652,16,16.0
Banglamukhi Savings And Credit Cooperative Ltd.,27.6698454,85.3726057,Financial institution,0.2437518492872469,46,46.0
Sindhu Container Saving & Credit Co-operative Ltd.,27.6737891,85.3704257,Financial institution,0.2424578534267909,56,56.0
Sarita Beauty parlor and traning Center,27.6659873,85.4258637,Beauty salon,0.2423534256906835,57,57.0
Shree Ganesh Traders & Suppliers,27.6673765,85.416931,Office supply store,0.241666666703125,8,8.0
Khwopa Feed Pvt. Ltd.,27.6738722,85.4269281,Corporate office,0.2415559775240429,66,66.0
Hygiene Cold Store,27.7151476,85.4069504,Food bank,0.23890540463673363,21,21.0
भुवन किराना पसल,27.6537051,85.469883,Business park,0.23890540463673363,21,21.0
Kritam Mobile House,27.6651406,85.389679,Mobile home park,0.23752514238565167,23,23.0
Lokeshwor SACCOS,27.6726922,85.4249831,Corporate office,0.2369212776507997,24,24.0
Gohi Dhara,27.6645462,85.4418845,Water park,0.23585290158144087,26,26.0
Sahridayata Society Nepal,27.676665,85.4349201,Corporate office,0.2318043185817031,38,38.0
Ryams Eecovan service,27.6759635,85.4368661,Corporate office,0.2309688966928561,42,42.0
Dreamy Destiny,27.6772118,85.4359751,Corporate office,0.22997683319984483,48,48.0
JuJu Event Pvt. Ltd.,27.6752432,85.4331836,Corporate office,0.2282407220870609,64,64.0
Nepal Scout Office,27.6727239,85.428321,Office,0.22606477751000123,25,25.0
