name,lat,lng,category
"Changunarayan - 2 No.Ward Office, Duwakot",27.6924377,85.4150794,Government office
"Sub Divisional Forest Office, Bhaktapur",27.6552536,85.4242499,Government office
Dibyeashwori Postal Office,27.6812215,85.3715707,Government office
University Grants Commission,27.6811358,85.377024,Government office
National Skill Testing Board (NSTB),27.6820387,85.3742756,Government office
Barahi Development Committee,27.6670346,85.4238543,Government office
Nepal Electricity Authority Traning center ( GUARD HOUSE ),27.6887643,85.4560167,Government office
Kathmandu Valley Development paradhikarana,27.6738919,85.3885893,Government office
जल उत्पन्न प्रकोप ब्यबस्थापन बिभाग,27.6654225,85.4307688,Government office
"Inland Revenue Office, Bhaktapur",27.6657685,85.4357939,Government office
Water Supply Office Bhaktapur Katunje,27.6624382,85.4118313,Government office
"FWSSMP, Bhaktapur, Suryabinayak",27.6624642,85.4119621,Government office
Suryabinayak Municipality office सुर्यविनायक नगरपालिका कार्यालय,27.668135,85.4045498,Government office
"Department Of Transport Management, Shrijana Nagar, Bhaktapur",27.6738458,85.4050938,Government office
"Police Booth, Duwakot",27.6780782,85.4075502,Government office
कोष तथा लेखा नियन्त्रण कार्यालय भक्तपुर,27.6677281,85.4041215,Government office
"Road Division Bhaktapur, Katunje",27.667792,85.4039576,Government office
Bhaktapur Municipality Ward No. 3 Office,27.671221,85.4256939,Government office
Fine Beauty Parlour & Traning Centre,27.6717949,85.4295299,Beauty salon
Ground Zero Beauty Parlour & Training Center,27.672525,85.425185,Beauty salon
Sweta Beauty Home & Training Center,27.669006,85.427928,Beauty salon
Sarita Beauty parlor and traning Center,27.6659873,85.4258637,Beauty salon
एलिगेन्स ब्युटी पार्लर एण्ड टे्र्‍निङ्ग सेन्टर,27.6690692,85.4279485,Beauty salon
Duwakot City Banquet,27.6870603,85.4122556,Banquet hall
Ittachhen,27.6720418,85.4246034,Gym
Luniva's Fitness,27.6767221,85.435053,Gym
Ajima dahi vandar,27.6745571,85.4281363,Gym
Club Desparado Gym & Zumba,27.6750858,85.4268628,Gym
Tripurasundari Gymnastics Hall,27.6727873,85.4300842,Gym
Maheshwari Open Gym Garden,27.6706307,85.4355555,Gym
Mulkdhoka,27.6766728,85.4349274,Gym
Lion Physical Fitness,27.6707145,85.4388469,Gym
Gymcha,27.6671531,85.427496,Gym
Active Gym,27.678232,85.4376925,Gym
Oxygen Physical FItness,27.6674892,85.4374257,Gym
Grind'On Strength & Fitness,27.6735146,85.409604,Gym
Flex Anytime Fitness,27.6687796,85.4124847,Gym
Skova Fitness,27.690537,85.3849422,Gym
Gymtaar,27.6962486,85.3791994,Gym
Fitness Evolution,27.6740433,85.3885384,Gym
Gym Go Fit,27.669819,85.3852254,Gym
Iron Echo Gym,27.6956099,85.3739245,Gym
ENERGY FITNESS GYM,27.6641055,85.3673229,Gym
Alctron Gym,27.6756617,85.3740391,Gym
"Open GYM Facilities - Bishnu kundol, Thimi",27.6771554,85.3836358,Gym
Gym Junkies,27.6773436,85.4404356,Gym
Gym Hall (Radhe Radhe),27.676697,85.3988702,Gym
Gymcha Radhe Radhe,27.6787885,85.3972428,Gym
Universal Physical Fitness,27.6774769,85.3962145,Gym
Ghamcha,27.6771892,85.3982044,Gym
Ujwal Gym And Zumba,27.6782831,85.4419063,Gym
Tiger gym House tathali,27.6686108,85.4714833,Gym
Madhyapur VR Fitness,27.6686633,85.3849639,Gym
The Muscles lab,27.6731028,85.3741844,Gym
Xtreme Muscle Gym N Physical Fitness,27.6641586,85.3667253,Gym
Fitness 24x7,27.6697269,85.3675463,Gym
Beast Empire Gym,27.6659777,85.3891171,Gym
Bhaktapur Wellness,27.6745884,85.3667377,Gym
Anil fitness equipment,27.6652922,85.3672327,Gym
Balkot,27.6639312,85.3670674,Gym
Club,27.6740154,85.3641843,Gym
Yota Fitness club,27.6832312,85.3857237,Gym
Universal Physical Fitness and Pool House,27.6725088,85.3985241,Gym
New Golds Physical Fitness Centre,27.6973354,85.3749252,Gym
Manahara Football Club,27.6938445,85.3775762,Gym
Energym,27.6787637,85.3755273,Gym
Madhyapur thimi kharibot,27.6687182,85.3878507,Gym
DUWAKOT BANQUET,27.6848448,85.4110763,Gym
Khags,27.6990526,85.3765804,Gym
Karunya Fitness Center,27.6712576,85.4094636,Gym
Open GYM Fitness - Srijana Nagar,27.6736897,85.4055801,Gym
Shakya home,27.6679553,85.4244698,Gym
Ramey Danda,27.6633379,85.3872104,Athletic park
YOYO ZIPLINE,27.6298676,85.4276306,Adventure sports center
जिल्ला सरकारी वकिल कार्यलय भक्तपुर,27.6725702,85.4230774,Post office
Bhaktapur District Post Office,27.6722742,85.4229832,Post office
Rasilo Agriculture Head office,27.6698676,85.3857801,State government office
Nepali military intelligence school,27.6916117,85.4598598,Military school
"Nepali Military Academy, Kharipati",27.6863833,85.4472205,Military school
Thulo Dhara Taudole,27.6469719,85.4451984,Garden
कल्पभूमि,27.6437096,85.4414044,Garden
"Darjeeling height pani tanki , suryabinayak",27.6525117,85.4306595,Garden
Mrida Experiences Center,27.6829762,85.4539149,Garden
Laxmi Tol,27.6980995,85.4534449,Garden
Cin Cin Garden,27.6706505,85.4218284,Garden
Rubina home,27.6564726,85.4323991,Garden
Halima agriculture pvt ltd,27.654976,85.4427411,Garden
Yalanash property,27.6827069,85.4501276,Garden
Kiwachowk Mid Height,27.6588152,85.4025268,Garden
Imadol,27.6412431,85.414341,Garden
Saxam's garden,27.6747834,85.427379,Garden
Bagmati 4,27.6624958,85.4375574,Garden
काब्रो बोट,27.6626187,85.4163026,Garden
Rabin homes,27.6744697,85.4273127,Garden
Duwakot Malepati Tole,27.6941117,85.4186616,Garden
Flower Nepal Nursery,27.6677137,85.4241518,Garden
Sugam pokhrel home,27.6704021,85.4517265,Garden
नंङखेल 9 चाम्थली,27.6582483,85.4506811,Garden
Peepal Bot,27.7125642,85.4404723,Garden
Pipabot Janaswasthya 🌳🌳Katunje,27.6629207,85.4063831,Garden
Sita House Bhaktapur,27.6738658,85.4548282,Garden
फुलबारी,27.6703326,85.4441932,Garden
Acharya Niwas,27.6672867,85.4460104,Garden
soso home,27.6788988,85.4330168,Garden
"Itapako, taralan chok",27.6752506,85.4172172,Garden
Siddhi Ganesh Saving & Credit Co-operative,27.6732523,85.4340823,Corporate office
Cosmic Saving & Credit Co-opt.Ltd.,27.6728794,85.4249373,Corporate office
Lokeshwor SACCOS,27.6726922,85.4249831,Corporate office
Pixel Production Nepal,27.674592,85.4251421,Corporate office
Sahridayata Society Nepal,27.676665,85.4349201,Corporate office
Ryams Eecovan service,27.6759635,85.4368661,Corporate office
"Laxmi Chiura Udhog, Jatti Chiura",27.6742975,85.4326103,Corporate office
Dreamy Destiny,27.6772118,85.4359751,Corporate office
Sunibha,27.6718626,85.4324705,Corporate office
JANASMRITI SACOOS,27.6754929,85.424142,Corporate office
कल कल ग्रुप प्रा. लि..,27.6738729,85.4272013,Corporate office
JuJu Event Pvt. Ltd.,27.6752432,85.4331836,Corporate office
Khwopa Feed Pvt. Ltd.,27.6738722,85.4269281,Corporate office
Santulit dana udhyog,27.6739074,85.4271682,Corporate office
Shramajivi Saving & Credit Co-operative Limited,27.6747205,85.4318731,Corporate office
Trekking House Pvt. Ltd,27.6719121,85.4342699,Corporate office
Bhaktapur Kickboxing and Muay Thai Club,27.6765989,85.4326114,Muay Thai boxing gym
Mad Organization,27.6755984,85.4382044,Muay Thai boxing gym
Bhaktapur Durbar Square,27.67207,85.4282951,Plaza
Deko Miba Itapake Land Pooling Project Office,27.673829,85.4237908,City government office
Village Development Committee Office,27.7012937,85.4507331,City government office
Newari marina kitchen,27.6793164,85.4030016,Food bank
Hygiene Cold Store,27.7151476,85.4069504,Food bank
Kafle baje tedars,27.6644841,85.4090714,Food bank
Suryabianayak boxing[YSSW],27.6646778,85.4224933,Boxing gym
Gundu Photostudio & stationary,27.6350017,85.4192203,Photography studio
Bhaktapur Municipality,27.6746071,85.4273411,Local government office
Bhaktapur Municipality ward 9 office,27.6740728,85.4351243,Local government office
Bhaktapur No.2 Ward Office,27.6744762,85.4279324,Local government office
Bhaktapur Municipal - 6 No.Ward Office,27.674586,85.4316778,Local government office
"Bhaktapur No.7 Ward Office, Golmadhi",27.6699275,85.4321083,Local government office
Bhaktapur Municipality Ward No. 15 Committee,27.6719479,85.4250618,Local government office
Bhaktapur Municipality Ward No. 10 Office,27.6774454,85.4368835,Local government office
"Madhyapur Thimi Municipality, Office of Municipal Executive",27.6837418,85.3897762,Local government office
Kageshwori Manohara Municipality Ward No.7 office,27.702377,85.3849268,Local government office
"Nagadesh Ward Office, Naagdesh - Madhyapur Thimi Municipality-7",27.6834758,85.3859954,Local government office
Madhyapur Thimi Ward 5 Office,27.6802869,85.3870238,Local government office
Police station,27.6926156,85.415234,Local government office
Madhyapurthimi Municipality Ward No 4,27.6758435,85.3851815,Local government office
Ward Office Suryabinayak-9,27.6462505,85.459342,Local government office
"Changunarayan Municipality, Office of the Municipal Executive",27.695865,85.4611913,Local government office
Suryabinayak Municipality 2 No. Ward Office,27.6645815,85.3652692,Local government office
Ward No 5 - Changunarayan Municipality,27.7013631,85.4506942,Local government office
"Changunarayan municipality Ward-1 office,duwakot",27.6994394,85.4114736,Local government office
Suryavinayak Municipality Ward No. 6,27.6643701,85.4211484,Local government office
Bhaktapur Municipality Ward no.8 Office,27.6694323,85.4402421,Local government office
Bhaktapur Municipality Ward No. 1,27.670281,85.4227574,Local government office
Tourist Bus Park,27.6748617,85.4266767,Park & ride
Dreams Roller Skate,27.6736875,85.3650625,Park & ride
नेपाल यातायात बसपार्क (Nepal Yatayat Buspark),27.6968496,85.3806346,Park & ride
अन्नपूर्ण सार्वजनिक यातयात बसपार्क,27.6961146,85.3801334,Park & ride
Jagat Sundar Statue,27.6724393,85.4270837,Memorial park
RJ Sparkles Makeup Training Centre,27.6768472,85.4365543,Beauty school
Light Beauty Training Center,27.6707164,85.4222805,Beauty school
Zoom Beauty Academy - Best Beauty Academy in Suryabinayak Bhaktapur,27.6659671,85.4247084,Beauty school
MB residence,27.6737049,85.3674734,Business park
भुवन किराना पसल,27.6537051,85.469883,Business park
Rastriya Laghu Gharelu Tatha Sana Udhyou,27.6612756,85.4267643,Government economic program
Kritam Mobile House,27.6651406,85.389679,Mobile home park
Nepal Scout Office,27.6727239,85.428321,Office
Idea Inc Pvt. Ltd.,27.6733617,85.4345422,Office
Nepal Revolutionary Students' Union,27.6767646,85.4364842,Office
Nepal Bar Association,27.6729018,85.4281289,Office
ऊॅ त्रिशक्ति ल च्यामवर,27.6727606,85.4284483,Office
Bhaktapur Legal Advice Center,27.672804,85.42815,Office
Pathibhara welfare Legal Service,27.672955,85.428905,Office
Nepal Electricity Authority Training Center,27.6872115,85.4549632,Government
