name,lat,lng,reviews_count,weekly_hours,cafe_individual_score,cafe_weight,banks_count_1km,banks_weight_1km,education_count_1km,education_weight_1km,health_count_1km,health_weight_1km,temples_count_1km,temples_weight_1km,other_count_1km,other_weight_1km,banks_rank,education_rank,health_rank,temples_rank,other_rank
Milan tea and coffee sudal,27.6832798,85.4822496,2,85.0,0.5801028097535045,0.5801028097535045,1,0.7543930975284249,2,0.8484848484993113,0,0.0,18,7.712873022706671,4,2.0692112760139767,1185.0,976.0,1296.0,1248.0,1303.0
Minu KhajaGhar and Bhojanalay,27.6738602,85.4094831,1,85.0,0.55053924601816,0.55053924601816,22,11.79481171091934,87,31.268198565794002,83,35.57811865576387,37,15.763769462059697,56,22.966496933675607,930.0,393.0,406.0,971.0,482.0
Mo: Mo Shop,27.6712938,85.4209804,3,85.0,0.6010784920363198,0.6010784920363198,51,25.72924483799106,170,55.58942683069854,146,60.592098552875214,230,96.35617365591958,117,45.575423237466275,229.0,101.0,200.0,276.0,200.0
Momo & Khaja corner,27.665455,85.4239267,0,85.0,0.5,0.5,53,25.47449917575366,159,50.66486081802605,135,56.74767981939928,230,96.26469491534473,111,43.06499765485391,243.0,227.0,264.0,278.0,266.0
MOMO CAFE,27.67344,85.4041116,0,85.0,0.5,0.5,18,9.686178846491394,59,20.74974324256317,46,19.812389720334263,31,13.882014459284271,41,17.24190521662245,978.0,479.0,563.0,1040.0,818.0
momo center,27.6716806,85.4301006,0,85.0,0.5,0.5,64,31.102161909654388,175,55.797024077423146,178,75.06284846567736,248,102.90134322444024,126,49.061864093765735,55.0,84.0,13.0,125.0,5.0
Momo Crave,27.6790358,85.3987492,2,85.0,0.5801028097535045,0.5801028097535045,41,20.992914730046287,39,14.65924440782828,48,19.785238767348304,126,51.90023991468632,47,20.21501396753195,429.0,575.0,567.0,724.0,678.0
Moonlight Snooker House & Restaurant,27.6390645,85.3945016,3,85.0,0.6010784920363198,0.6010784920363198,0,0.0,1,0.2777777778518518,0,0.0,0,0.0,0,0.0,1265.0,1255.0,1296.0,1330.0,1330.0
Moori De lounge,27.666067,85.4234754,1,85.0,0.55053924601816,0.55053924601816,53,25.47449917575366,164,51.757637545313216,140,58.097858756006374,231,96.76892198150998,114,44.44691480876926,243.0,202.0,235.0,270.0,235.0
Muglan Hotel & Thakali Restaurant,27.6728125,85.4289375,205,85.0,0.8884699411620285,0.8884699411620285,65,31.445596253098525,176,56.319712441479474,175,73.29783957121167,248,102.92177986126039,124,48.409344525455126,7.0,48.0,66.0,122.0,67.0
MUKBANG KOREAN BBQ & GRILL,27.6760139,85.3978358,0,85.0,0.5,0.5,38,19.312032734199633,40,14.426653574386066,49,20.64046971821224,131,53.95713300955049,55,23.25931742025099,565.0,580.0,506.0,658.0,467.0
MY BAKERY,27.6845823,85.3880426,11,85.0,0.6811813017898243,0.6811813017898243,39,19.564337993977038,5,1.7751019049951242,10,3.813627401368537,141,58.33164856165037,44,18.723911927055294,517.0,801.0,802.0,589.0,759.0
My Cafe,27.6720649,85.4063076,0,85.0,0.5,0.5,18,9.686178846491394,68,24.5941765869585,52,21.908772029416152,33,14.425164646097453,41,17.126320981418317,978.0,438.0,455.0,1020.0,824.0
My home,27.6826579,85.3860919,1,85.0,0.55053924601816,0.55053924601816,42,20.938047227962436,4,1.623120001225628,10,3.6690546275004188,145,59.95944095088189,47,20.09505888257811,433.0,815.0,842.0,542.0,684.0
Naan house,27.6755324,85.3977585,4,85.0,0.6173484952239897,0.6173484952239897,37,18.740549632449202,40,14.426653574386066,50,21.10711484192148,131,53.95713300955049,56,23.841887670300093,643.0,580.0,478.0,658.0,422.0
Nabin Mobile Care,27.6627832,85.425985,1,85.0,0.55053924601816,0.55053924601816,51,24.23089074898921,136,43.45207894503239,125,52.165510663406145,216,89.98866997749458,104,40.715648489851915,301.0,309.0,305.0,317.0,305.0
Nagarkot peace garden cafe,27.7028242,85.4399102,0,85.0,0.5,0.5,0,0.0,8,2.8600955052429975,5,2.5277817572951142,20,8.04340027959331,10,4.6614256639648515,1265.0,712.0,983.0,1239.0,1221.0
Nakha Chhen Newari Restaurant,27.6831696,85.4539651,7,85.0,0.6516177380544796,0.6516177380544796,1,0.6181113231983475,15,6.228806633892204,9,4.297132183394963,16,6.685119301414279,23,9.921746745655216,1254.0,650.0,735.0,1272.0,1035.0
Namaste Coffee Shop,27.6713833,85.4295005,8,85.0,0.660205619507009,0.660205619507009,65,31.445596253098525,175,55.638690744096266,177,74.61840402115884,250,103.75217991884816,126,49.061864093765735,7.0,95.0,36.0,68.0,5.0
Namaste Gautam Traders Liquor Shop,27.6807922,85.3942555,0,85.0,0.5,0.5,37,18.52069955366757,20,7.8260644195673645,26,10.931730230515399,144,59.38576726376742,49,20.848776062976462,655.0,629.0,627.0,568.0,641.0
Namaste Kabhre Restro,27.6669134,85.436165,2,85.0,0.5801028097535045,0.5801028097535045,63,31.065168782746092,161,50.3543437605896,165,69.46463244850543,244,101.70982314616603,119,47.06283630232444,89.0,231.0,149.0,170.0,136.0
Namaste khaja ghar,27.6666809,85.3734376,2,85.0,0.5801028097535045,0.5801028097535045,35,18.116543912841177,2,0.8125108499600547,6,2.3078598137242223,64,27.14844935743605,39,16.220284529171746,676.0,996.0,1000.0,844.0,857.0
Narey's Café,27.6645571,85.4252743,5,85.0,0.6306420557716643,0.6306420557716643,52,24.768923529360286,148,47.065737818009005,133,55.691486239912415,234,97.6213526693112,111,43.2896256647967,285.0,274.0,279.0,258.0,261.0
Nauni Ghiu Biryani Restro And Bar,27.6736257,85.4050284,0,85.0,0.5,0.5,18,9.686178846491394,60,21.166409909292337,47,19.990167498122783,31,13.882014459284271,40,16.875238549925786,978.0,468.0,551.0,1040.0,828.0
Nawa Durga Khaja Ghar and Fast Food,27.6752549,85.438541,2,85.0,0.5801028097535045,0.5801028097535045,39,18.316262754979046,120,37.829890851038755,107,45.353132585306675,229,95.68261867161469,104,41.150349261624825,667.0,347.0,343.0,282.0,296.0
Nawaj Resturant,27.6799797,85.3760665,1,85.0,0.55053924601816,0.55053924601816,45,22.55241544714098,2,0.8099228582392453,10,3.729308810431845,146,59.9469642208889,48,19.357715448630696,359.0,1144.0,820.0,543.0,716.0
NEPAL TOP MOMO,27.695982,85.3745097,1,85.0,0.55053924601816,0.55053924601816,8,3.5963651464388606,0,0.0,1,0.3939914982044257,33,14.2143410622852,24,9.78573192884155,1113.0,1261.0,1194.0,1027.0,1039.0
New Chakra Sweet and Chaat House,27.6801001,85.3763216,0,85.0,0.5,0.5,45,22.55241544714098,2,0.8099228582392453,10,3.729308810431845,145,59.53066421832435,48,19.357715448630696,359.0,1144.0,820.0,555.0,716.0
New Durga fal ful tatha holsel fasal,27.6787577,85.4416475,1,85.0,0.55053924601816,0.55053924601816,33,16.13871468063057,82,27.25922517625891,83,35.45222618541987,164,68.73294363494966,75,29.639803292854257,736.0,427.0,410.0,367.0,366.0
New Neelbarahi Cold Store Store,27.6663926,85.4233292,0,85.0,0.5,0.5,55,27.11163958488573,164,51.757637545313216,140,58.097858756006374,231,96.80880282926552,115,44.81728517917255,205.0,202.0,235.0,269.0,222.0
New Place,27.6837398,85.3895447,0,85.0,0.5,0.5,38,18.944575364443725,6,2.1269537568644656,10,3.813627401368537,146,60.40121698544668,42,17.706570108582966,621.0,745.0,802.0,530.0,800.0
New Vishnu Mo Mo Center,27.6704939,85.4227322,0,85.0,0.5,0.5,56,27.62048560788933,175,55.99548218747684,145,60.219179849270766,247,103.10119001913989,117,45.94463930245759,186.0,67.0,210.0,116.0,187.0
New York Bites,27.6728993,85.4258144,1,85.0,0.55053924601816,0.55053924601816,64,30.82748492990018,174,56.19623499396395,171,71.37211427524545,250,103.96874268060793,122,47.38489393036072,103.0,53.0,117.0,57.0,120.0
Newa Lahana Bhaktapur & Hotel,27.6722545,85.4308109,44,85.0,0.7775541147309986,0.7775541147309986,64,31.102161909654388,173,55.1727695359009,179,75.6456887611889,247,102.55046603144118,124,48.471387903237435,55.0,134.0,3.0,143.0,55.0
Newa Nasa Chhey,27.678597,85.3856256,61,85.0,0.8009205921710623,0.8009205921710623,48,23.976494320260898,4,1.623120001225628,10,3.6690546275004188,157,65.2096071659075,55,23.691985756606346,307.0,815.0,842.0,387.0,439.0
Newari Chulo and Restaurant,27.669335,85.3881533,1,85.0,0.55053924601816,0.55053924601816,28,13.69390161595453,7,2.4417617719067644,12,5.315140822519915,130,53.818019054265676,43,18.490029256521193,844.0,728.0,680.0,668.0,769.0
Newari khaja and bara ghar,27.6714791,85.4299259,6,85.0,0.6418816010661614,0.6418816010661614,64,31.102161909654388,176,56.00535741079294,178,75.06284846567736,248,102.93293597502863,126,49.061864093765735,55.0,60.0,13.0,119.0,5.0
Newari khajaghar & Sekuwa corner,27.6639829,85.4218836,0,85.0,0.5,0.5,49,24.595821764312202,145,46.27263666488154,130,53.764458258394974,193,80.85851414390078,96,36.966044594766274,295.0,281.0,292.0,345.0,345.0
Newaz Kitchen,27.6799121,85.376051,0,85.0,0.5,0.5,45,22.55241544714098,2,0.8099228582392453,10,3.729308810431845,146,59.9469642208889,48,19.357715448630696,359.0,1144.0,820.0,543.0,716.0
Nice Coffee Shop & Khaja Ghar,27.6754222,85.3860485,10,85.0,0.6748370656573115,0.6748370656573115,44,21.665068419687934,5,1.8106200012451592,12,4.478797178416416,153,64.08670176458673,54,22.680751471178723,393.0,798.0,715.0,408.0,508.0
Nita Didi ko Chiya Pasal,27.680296,85.375339,6,85.0,0.6418816010661614,0.6418816010661614,45,22.55241544714098,2,0.8099228582392453,10,3.729308810431845,146,59.9469642208889,46,18.436000570704266,359.0,1144.0,820.0,543.0,783.0
Nitin wananje,27.6829508,85.3864632,1,85.0,0.55053924601816,0.55053924601816,39,19.564337993977038,4,1.623120001225628,10,3.6690546275004188,144,59.49155345538529,48,20.526955515386568,517.0,815.0,842.0,558.0,657.0
North Rooftop Restaurant,27.6721412,85.423476,54,85.0,0.7921855608813013,0.7921855608813013,60,29.656187687233714,175,55.836434821534496,160,66.7847057038814,247,102.90037269211973,120,46.26755048137364,149.0,80.0,160.0,128.0,174.0
NUMA KRISHI TATHA FRESH FARM PVT,27.6738729,85.4272013,0,85.0,0.5,0.5,65,31.445596253098525,173,55.44950560709211,173,72.09076886400729,247,102.51609183920834,124,48.34836514737618,7.0,116.0,91.0,150.0,75.0
Ohh My Chicken Pizza Hub Radhe Radhe,27.6775612,85.3985169,43,85.0,0.7759155576936313,0.7759155576936313,38,19.312032734199633,42,15.503630978111751,50,21.03819604368424,127,52.35748168957877,49,20.89131223937524,565.0,526.0,493.0,713.0,632.0
Old Mill Cafe,27.675913,85.4392927,8,85.0,0.660205619507009,0.660205619507009,38,17.790809893239697,112,35.321051100759234,94,40.251403391512994,225,94.31682101245205,99,39.28161610738157,689.0,366.0,366.0,298.0,324.0
p&p liquor,27.6908623,85.4136585,4,85.0,0.6173484952239897,0.6173484952239897,2,1.1680913334153007,18,5.5232206902254655,13,5.628143131104288,12,4.518582332520887,8,3.217169056816794,1182.0,667.0,672.0,1320.0,1252.0
P.S.P Khaja Ghar,27.7125802,85.4244619,0,85.0,0.5,0.5,0,0.0,6,1.9346563355101152,4,1.8536014787446753,5,2.43567459336835,3,1.3285879444870266,1265.0,790.0,1024.0,1327.0,1316.0
Palansey Tower Restro & Lodge,27.6459916,85.4659724,44,85.0,0.7775541147309986,0.7775541147309986,1,0.7220158820719793,2,0.3888888889393004,5,2.4220512948478086,23,9.305798066893269,6,2.19374624156556,1198.0,1218.0,989.0,1201.0,1288.0
Palisade Resort,27.6479316,85.4655629,55,85.0,0.7934993391206411,0.7934993391206411,1,0.7220158820719793,4,1.019607843280195,5,2.4220512948478086,24,9.661353622469566,7,2.860412908232227,1198.0,967.0,989.0,1187.0,1263.0
Paragon food Cafe,27.6682452,85.3861734,6,85.0,0.6418816010661614,0.6418816010661614,30,14.733528844019766,4,1.4815856097126785,10,4.0233707425286385,125,51.844689960220876,38,16.129341772077954,789.0,890.0,776.0,725.0,860.0
parin Liquor shop,27.6746724,85.4278343,1,85.0,0.55053924601816,0.55053924601816,65,31.445596253098525,171,55.26733050479187,175,73.20187997519247,247,102.44566753677594,124,48.541543753340385,7.0,131.0,70.0,153.0,51.0
Pawan's Tea Shop,27.6539565,85.4563212,0,85.0,0.5,0.5,2,1.1773650975306253,4,1.019607843280195,6,3.026039190588391,26,10.406018118630978,11,4.775989156766362,1177.0,967.0,954.0,1163.0,1217.0
Phulchowki dudh Dahi Bhandar & cake Shop,27.6653256,85.3664883,1,85.0,0.55053924601816,0.55053924601816,25,12.947439797861305,2,0.8125108499600547,3,1.0444519779701318,38,16.13329474229203,21,8.415370300809125,868.0,996.0,1109.0,926.0,1112.0
Pikhel Khaja Ghar,27.7010539,85.4400137,0,85.0,0.5,0.5,0,0.0,8,2.8600955052429975,5,2.5277817572951142,19,7.515302404814215,10,4.6614256639648515,1265.0,712.0,983.0,1250.0,1221.0
Pikhel Snooker and Pool House,27.6972587,85.4493306,0,85.0,0.5,0.5,0,0.0,6,2.777777777935185,3,1.785377560663589,25,9.799281109087227,22,9.607482548644693,1265.0,716.0,1028.0,1183.0,1060.0
pizza Spot,27.6652297,85.3900456,8,85.0,0.660205619507009,0.660205619507009,19,9.453224281015276,7,2.040908783341704,11,5.070824707452847,67,28.647770804413184,31,13.253739366730295,1004.0,766.0,692.0,841.0,926.0
Pk Height Khaja Ghar,27.7028133,85.4389522,0,85.0,0.5,0.5,0,0.0,8,2.8600955052429975,5,2.5277817572951142,18,7.169623392456646,8,3.7772821639963436,1265.0,712.0,983.0,1261.0,1239.0
Planet Bhaktapur Hotel,27.682026,85.4301483,273,85.0,0.909268435703694,0.909268435703694,33,16.009631756340113,92,28.937858104756295,115,48.83933921153113,210,87.94061294752747,97,38.06390105588212,746.0,417.0,327.0,323.0,336.0
Pokhrely dairy,27.6718027,85.3723581,0,85.0,0.5,0.5,39,20.220379890908188,2,0.8125108499600547,9,3.4221855949294655,97,40.823169934204266,46,18.724015246192913,499.0,996.0,874.0,799.0,758.0
Pond Station Hotel,27.6752537,85.4481499,0,85.0,0.5,0.5,19,9.307823246430198,53,17.895274161561076,61,25.768587851595097,99,40.75522892933828,45,18.962112171440133,1018.0,508.0,439.0,800.0,749.0
Poudel dunote pasal,27.688868,85.379376,1,85.0,0.55053924601816,0.55053924601816,24,11.559967366127514,1,0.34523809524957483,4,1.6401394654825556,118,49.04396984603244,41,16.75977172345084,942.0,1224.0,1073.0,762.0,832.0
Prabin Cold Store,27.6755398,85.4227956,1,85.0,0.55053924601816,0.55053924601816,55,27.837050953994066,163,52.99608964901138,154,64.12721973856009,238,99.07811906674544,116,44.6944537822579,181.0,188.0,178.0,230.0,228.0
Pragati Agro Farm Cottage,27.69375,85.4140833,1,85.0,0.55053924601816,0.55053924601816,1,0.5714831017504323,18,5.713696880720363,13,5.426648429537621,13,4.970708852243116,7,2.800502390087628,1259.0,659.0,674.0,1304.0,1264.0
pramod ko pasal,27.6808886,85.3867524,0,85.0,0.5,0.5,43,21.264854118599953,5,1.9897866679222946,11,4.057943516435604,153,63.625798102447476,52,22.35459368909952,416.0,775.0,763.0,421.0,535.0
Pramod tea and coffee shop,27.689597,85.39874,0,85.0,0.5,0.5,19,9.94965098230188,15,4.955998997735059,10,4.087000903756561,43,17.85866699588134,20,8.972586368991697,977.0,675.0,762.0,893.0,1103.0
Pranisha Khaja Ghar,27.6694942,85.3765347,2,85.0,0.5801028097535045,0.5801028097535045,40,20.565249178934913,2,0.8125108499600547,9,3.4221855949294655,117,48.775317744923775,54,21.940048406357178,461.0,996.0,874.0,764.0,566.0
Pride food cafe,27.6655255,85.4255009,0,85.0,0.5,0.5,53,25.217761071358616,157,49.852380467443055,136,56.98275827396495,247,103.16318842165485,112,43.73259701689314,254.0,238.0,252.0,112.0,248.0
Punahari Coffee Shop,27.6756396,85.4351914,1,85.0,0.55053924601816,0.55053924601816,54,26.244704492839148,147,46.81563422199949,143,61.33072848051935,239,99.469453463914,115,45.323494771151886,217.0,277.0,195.0,228.0,209.0
Purbali fish House,27.6755042,85.3662001,3,85.0,0.6010784920363198,0.6010784920363198,28,14.58768646983564,1,0.4646847629896704,4,1.6772337972452762,32,13.410079481012534,30,11.733519348553362,791.0,1207.0,1041.0,1059.0,967.0
Purbeli khaja & Chiya,27.670665,85.370528,0,85.0,0.5,0.5,31,16.21199106204141,2,0.8125108499600547,4,1.6772337972452762,55,23.187642444647675,39,15.806088713498317,732.0,996.0,1041.0,860.0,874.0
Purbeli Lafa momo Center,27.6998624,85.3681412,3,85.0,0.6010784920363198,0.6010784920363198,7,3.0919720488479356,0,0.0,1,0.3939914982044257,24,10.23863860657786,14,5.643065775993247,1145.0,1261.0,1194.0,1170.0,1188.0
Purshottam's House,27.643924,85.4587893,0,85.0,0.5,0.5,1,0.7220158820719793,2,0.648148148255144,4,1.7105994791981827,23,10.005883166654776,7,3.144539892427427,1198.0,1192.0,1036.0,1176.0,1254.0
Purushottam khaja ghar,27.6930004,85.4498839,0,85.0,0.5,0.5,0,0.0,9,3.754884005157056,1,0.35000000001583337,22,8.770334085494653,21,8.989717283704586,1265.0,684.0,1277.0,1216.0,1102.0
R K C Mo:Mo and Chaumin Center,27.674256,85.372563,1,85.0,0.55053924601816,0.55053924601816,40,20.565249178934913,2,0.8125108499600547,9,3.4221855949294655,121,49.78077070696583,46,18.48354192630656,461.0,996.0,874.0,758.0,773.0
R K Dairy and Bakery Coffee Shop,27.6685907,85.3738497,1,85.0,0.55053924601816,0.55053924601816,38,19.60061726137488,2,0.8125108499600547,8,2.943726408028361,83,34.99598184160843,45,18.547642003379483,511.0,996.0,972.0,816.0,766.0
Rai's bakery Darjeeling height,27.6590544,85.4283888,2,85.0,0.5801028097535045,0.5801028097535045,36,17.14630569073694,107,34.25445258397815,82,33.61165508842361,158,66.49106263162969,50,19.25827679954164,709.0,375.0,416.0,374.0,723.0
RAJ GANESH CAFE AND KHAJA GHAR,27.6773662,85.3855139,0,85.0,0.5,0.5,50,24.806209483865775,4,1.623120001225628,12,4.478797178416416,155,64.6447463057372,56,23.929510898992,283.0,815.0,715.0,398.0,411.0
rajan khiunju,27.6748464,85.4273098,0,85.0,0.5,0.5,65,31.445596253098525,171,55.08693834791758,173,72.09076886400729,246,101.98373242223607,122,47.67615029070672,7.0,138.0,91.0,160.0,110.0
Rajan Khunju,27.665405,85.404719,0,85.0,0.5,0.5,14,7.746713471876796,56,19.735241656206426,43,18.02784492513389,21,9.55918720611471,32,13.429365798554391,1053.0,492.0,593.0,1190.0,923.0
Rajendra Khaja Ghar,27.680102,85.3866159,1,85.0,0.55053924601816,0.55053924601816,45,22.574923153008946,5,1.9897866679222946,11,4.057943516435604,154,63.97500445166894,53,22.84873772230799,354.0,775.0,763.0,410.0,491.0
Rajesh Dai Ko Panipuri Pasal,27.6750748,85.4286089,0,85.0,0.5,0.5,64,31.102161909654388,172,55.799076536645416,176,73.88067986672318,244,101.39443296882624,121,47.451126951511355,55.0,83.0,53.0,188.0,118.0
RajeshDaikoNewariKhajagharराजेश दाईको नेवारी खाजा घर,27.6652255,85.4241241,0,85.0,0.5,0.5,53,25.47449917575366,154,48.97663723953535,134,56.40045759716374,230,96.26469491534473,111,43.06499765485391,243.0,258.0,273.0,278.0,266.0
Ram caafe,27.6732467,85.4492083,0,85.0,0.5,0.5,22,10.499796818679059,48,16.649040734937245,58,24.560204114593635,79,32.72840155777051,41,17.30500102405731,965.0,516.0,448.0,826.0,811.0
Ramechhap khaja ghar,27.6802203,85.3982346,1,85.0,0.55053924601816,0.55053924601816,38,19.59186870398449,35,13.28307139057267,41,17.238259440332616,132,54.663469698047784,43,18.53302236504183,514.0,606.0,597.0,644.0,767.0
Ramesh Dai ko Chiya pasal,27.643766,85.465191,0,85.0,0.5,0.5,1,0.7220158820719793,0,0.0,4,1.7105994791981827,20,8.04378936207526,6,2.19374624156556,1198.0,1261.0,1036.0,1238.0,1288.0
Ramesh Grocery,27.6871102,85.3835787,0,85.0,0.5,0.5,19,9.650286292731655,1,0.34523809524957483,7,2.7817860336724474,139,57.42057078066424,45,18.44606918799802,998.0,1224.0,977.0,605.0,781.0
Ranjeet Chatpate Panipuri,27.674505,85.3873503,4,85.0,0.6173484952239897,0.6173484952239897,42,20.455213268065357,8,2.9393808195264755,14,5.6892838944553,150,62.78881631928694,52,22.038692485145738,489.0,702.0,671.0,456.0,558.0
ranjit बोन्साई अर्कीड घर,27.6426616,85.460042,2,85.0,0.5801028097535045,0.5801028097535045,1,0.7220158820719793,2,0.648148148255144,4,1.7105994791981827,21,8.857253848118003,5,2.406355988429515,1198.0,1192.0,1036.0,1213.0,1278.0
Ranju Khaja Ghar,27.6686884,85.4700829,3,85.0,0.6010784920363198,0.6010784920363198,0,0.0,3,0.5714596950550509,3,1.7362439223163855,9,3.5541078346228314,1,0.35294117648904266,1265.0,1199.0,1032.0,1325.0,1329.0
Ravi Dai Newa Chhen (Dattatraya Khaja Ghar / दत्तात्रय खाजा घर),27.6733346,85.4352088,80,85.0,0.8204112390140179,0.8204112390140179,60,29.837278414541203,160,51.721810309495865,167,71.2269812664978,242,100.70543667939283,119,46.91489620433231,140.0,206.0,124.0,207.0,144.0
RBrr Khaja ghar,27.6644892,85.414486,0,85.0,0.5,0.5,35,18.023473083141823,126,42.15206548821784,124,51.14688214261967,75,30.936036309945543,68,26.99202938401342,678.0,323.0,315.0,833.0,376.0
Rco Foods,27.6742607,85.3722186,2,85.0,0.5801028097535045,0.5801028097535045,40,20.565249178934913,2,0.8125108499600547,9,3.4221855949294655,116,47.564648104622435,46,18.48354192630656,461.0,996.0,874.0,770.0,773.0
Refresh Cafe,27.6712788,85.4211734,2,85.0,0.5801028097535045,0.5801028097535045,51,25.72924483799106,170,55.56296516773801,146,60.592098552875214,231,96.74376995475565,118,45.986187070386876,229.0,105.0,200.0,271.0,181.0
Restaurant,27.6837589,85.385699,0,85.0,0.5,0.5,39,19.564337993977038,4,1.623120001225628,10,3.6690546275004188,144,59.42316415079539,46,19.036314351752935,517.0,815.0,842.0,566.0,737.0
Restaurant Tusa,27.6736992,85.4334327,109,85.0,0.8427248068994612,0.8427248068994612,62,30.609819567287445,164,53.33646733052646,174,73.58849527436638,244,101.46201361124173,119,46.728390731796246,125.0,186.0,59.0,184.0,153.0
RFC,27.6818551,85.4550173,0,85.0,0.5,0.5,1,0.6181113231983475,14,5.951028856040352,8,3.7523470343286704,16,6.527162558348673,21,9.01940086528124,1254.0,655.0,818.0,1274.0,1101.0
"Riplik Store, Bahanani",27.6846183,85.3835456,4,85.0,0.6173484952239897,0.6173484952239897,36,17.637507391080558,4,1.623120001225628,9,3.3897385124034267,141,58.228898907721316,46,19.026990842023743,693.0,815.0,939.0,592.0,740.0
RNG organic hotel,27.6565274,85.43242,0,85.0,0.5,0.5,30,14.702963911000579,69,20.728258062852852,59,25.040006743397885,71,29.457654855364783,30,11.45771213276517,790.0,480.0,443.0,837.0,986.0
Rosemary kitchen &coffee Shop,27.68358,85.4114222,2,85.0,0.5801028097535045,0.5801028097535045,7,4.236113738456518,43,16.10946027386867,42,17.830245538917644,28,11.212158221984176,27,11.395903721436602,1092.0,521.0,594.0,1145.0,991.0
Roshan dudh Dairy,27.6745713,85.3802805,2,85.0,0.5801028097535045,0.5801028097535045,44,21.656953336998765,3,1.150433017007727,10,3.729308810431845,162,66.86100218717705,57,23.44386570254933,394.0,947.0,820.0,372.0,456.0
Royal jagati khajaghar and sekuwa corner,27.6658507,85.4387659,1,85.0,0.55053924601816,0.55053924601816,54,26.27620223469429,135,42.52477104263444,126,53.69619587173098,237,99.05796513254529,97,38.23631945713176,215.0,316.0,294.0,233.0,332.0
S &S Fast Food,27.6686628,85.4666982,0,85.0,0.5,0.5,0,0.0,3,0.5714596950550509,3,1.7362439223163855,11,4.257926204110951,5,1.9877005348640633,1265.0,1199.0,1032.0,1323.0,1305.0
S Kitchen Fast Food,27.683029,85.3875118,11,85.0,0.6811813017898243,0.6811813017898243,39,19.564337993977038,4,1.5251019049326242,11,4.057943516435604,145,60.030846615043394,45,19.213730172173264,517.0,873.0,763.0,537.0,724.0
Sabina Kirana Pasal,27.6863958,85.4813265,2,85.0,0.5801028097535045,0.5801028097535045,1,0.7543930975284249,2,0.8484848484993113,0,0.0,19,8.18349063814794,5,2.440069751732962,1185.0,976.0,1296.0,1231.0,1273.0
Sagar Khaza Ghar,27.6698976,85.4305634,0,85.0,0.5,0.5,64,31.102161909654388,178,56.370172225700585,175,73.49186568382979,252,104.52234702382796,127,49.59836956631764,55.0,45.0,60.0,46.0,2.0
Sagar tea shop,27.7027997,85.4385237,1,85.0,0.55053924601816,0.55053924601816,0,0.0,8,2.8600955052429975,5,2.5277817572951142,18,7.169623392456646,8,3.7772821639963436,1265.0,712.0,983.0,1261.0,1239.0
Saila saili pasal,27.6782206,85.3945506,1,85.0,0.55053924601816,0.55053924601816,37,18.66179049848121,26,9.844489930938435,36,15.298451741286017,145,59.76064510618583,54,23.122152743797777,649.0,621.0,612.0,548.0,475.0
Sakura resort,27.6606679,85.4511609,5,85.0,0.6306420557716643,0.6306420557716643,3,1.5192581950785815,12,3.46403912382391,9,4.578279201762268,15,5.971405878999968,12,5.224850972370293,1171.0,691.0,703.0,1295.0,1207.0
Salla Cafe,27.6738651,85.4097823,3,85.0,0.6010784920363198,0.6010784920363198,22,11.79481171091934,87,31.14638877457518,84,35.92256310021905,38,16.107203805503836,59,24.505325511401733,930.0,394.0,402.0,950.0,399.0
Samdan sekuwa corner,27.656019,85.4284413,2,85.0,0.5801028097535045,0.5801028097535045,28,13.585391530057137,74,22.80707902016843,60,25.278677640855676,57,23.84153569088475,30,11.285702162220591,849.0,444.0,440.0,854.0,993.0
Samjhana Chatpate and Panipuri,27.6749768,85.3978151,0,85.0,0.5,0.5,36,18.439521404686325,42,14.786790026653403,51,21.57809762370201,125,51.5508496980256,55,23.27722758029663,662.0,563.0,460.0,734.0,465.0
Samjhana Khaja Ghar,27.7013691,85.3855525,1,85.0,0.55053924601816,0.55053924601816,11,5.563421698297306,0,0.0,1,0.3939914982044257,19,8.117236062801826,20,8.270449788270755,1081.0,1261.0,1194.0,1235.0,1147.0
Sandar MoMo,27.6715316,85.4224053,3,85.0,0.6010784920363198,0.6010784920363198,55,27.304025281347442,172,54.973111195073585,143,59.45488871408793,247,103.10119001913989,116,45.46571275507869,200.0,148.0,221.0,116.0,201.0
Sandar Momo (Balkot Branch),27.6652922,85.3672327,0,85.0,0.5,0.5,25,12.947439797861305,2,0.8125108499600547,3,1.0444519779701318,38,16.13329474229203,21,8.415370300809125,868.0,996.0,1109.0,926.0,1112.0
Sandar Momo Radhe Radhe,27.6765189,85.3982259,52,85.0,0.7894847810256198,0.7894847810256198,38,19.312032734199633,41,14.886491987156372,49,20.64046971821224,129,53.054668012450435,53,22.529225832323743,565.0,548.0,506.0,691.0,519.0
Sandesh Computer,27.6773638,85.443104,0,85.0,0.5,0.5,31,15.220204348823586,81,26.780503588914012,82,34.99234964212235,149,61.38605298327462,62,25.153922184103493,764.0,428.0,412.0,495.0,384.0
Sanju Cold Store,27.6759705,85.4171998,0,85.0,0.5,0.5,45,23.193261994802057,140,47.377368970593984,134,56.045190995495375,141,59.34302536490833,100,38.953272401884284,331.0,270.0,274.0,569.0,325.0
Sannilye khaja ghar,27.6438161,85.4648777,0,85.0,0.5,0.5,1,0.7220158820719793,1,0.4444444445185185,4,1.7105994791981827,21,8.448412771756999,6,2.19374624156556,1198.0,1216.0,1036.0,1227.0,1288.0
